candidate,reference,frame,block,n,delta,lower,upper,draws,seed,coverage,selection_status
R9_HALF,R9_BASE,all,3,90,-0.004255109091485798,-0.010818601196584562,0.003995210948816986,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
NO_PROXY,R9_BASE,all,6,90,-0.0019714738223794437,-0.004636010719481357,0.0008940327313868606,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
NO_PROXY,R9_BASE,all,12,90,-0.0019714738223794437,-0.004072449234958165,0.0007288968275162127,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
NO_PROXY,R9_BASE,2024+,3,31,0.0003170118832595825,-0.0002745703554952919,0.0008519001877908965,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
NO_PROXY,R9_BASE,2024+,6,31,0.0003170118832595825,-0.00021487543450380702,0.0008818191785405961,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
NO_PROXY,R9_BASE,2024+,12,31,0.0003170118832595825,-0.00013737478330211534,0.0007887702748353054,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
NO_PROXY_HALF,R9_BASE,all,3,90,-0.0010004820591695274,-0.0023974858785521247,0.00048567997700623555,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
NO_PROXY_HALF,R9_BASE,all,6,90,-0.0010004820591695274,-0.002330528106059651,0.00044936471902424574,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
NO_PROXY_HALF,R9_BASE,all,12,90,-0.0010004820591695274,-0.00206765892963372,0.00033608893180586436,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
NO_PROXY_HALF,R9_BASE,2024+,3,31,0.00015591473690923507,-0.00013044728365639441,0.0004306416284488731,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
NO_PROXY_HALF,R9_BASE,2024+,6,31,0.00015591473690923507,-0.00011612570987679232,0.00044438686243496444,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
NO_PROXY_HALF,R9_BASE,2024+,12,31,0.00015591473690923507,-7.279931301298892e-05,0.00038499310539700084,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
OFFICIAL_PREDICTORS,R9_BASE,all,3,90,-0.005449095264227821,-0.02078185538493893,0.004868704549207122,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
OFFICIAL_PREDICTORS,R9_BASE,all,6,90,-0.005449095264227821,-0.021333382383224325,0.00444092831909621,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
OFFICIAL_PREDICTORS,R9_BASE,all,12,90,-0.005449095264227821,-0.01719082755531936,0.004003162087089621,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
OFFICIAL_PREDICTORS,R9_BASE,2024+,3,31,0.001284617827672474,-0.0025938040299553124,0.004580947690824175,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
OFFICIAL_PREDICTORS,R9_BASE,2024+,6,31,0.001284617827672474,-0.0020014542841838836,0.0037251205787305146,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
OFFICIAL_PREDICTORS,R9_BASE,2024+,12,31,0.001284617827672474,-0.0012056101610185164,0.0033436879463105374,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
OFFICIAL_PREDICTORS_HALF,R9_BASE,all,3,90,-0.00328053583792437,-0.01161165195598041,0.0017843501775749375,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
OFFICIAL_PREDICTORS_HALF,R9_BASE,all,6,90,-0.00328053583792437,-0.011521630555257586,0.0016726089338726594,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
OFFICIAL_PREDICTORS_HALF,R9_BASE,all,12,90,-0.00328053583792437,-0.009425689806241427,0.0014949286489177808,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
OFFICIAL_PREDICTORS_HALF,R9_BASE,2024+,3,31,0.0005723826794543363,-0.0013014667812108742,0.0022414416713706455,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
OFFICIAL_PREDICTORS_HALF,R9_BASE,2024+,6,31,0.0005723826794543363,-0.001068761312374903,0.0018063584762466813,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
OFFICIAL_PREDICTORS_HALF,R9_BASE,2024+,12,31,0.0005723826794543363,-0.0006611796226940948,0.0016312582321329424,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
BROAD_SPLIT,R9_BASE,all,3,90,-0.0029388042785385426,-0.02873904921207765,0.029795380939918233,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
BROAD_SPLIT,R9_BASE,all,6,90,-0.0029388042785385426,-0.025185705767072637,0.026815126602648426,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
BROAD_SPLIT,R9_BASE,all,12,90,-0.0029388042785385426,-0.019104591248053138,0.019041577805033714,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
BROAD_SPLIT,R9_BASE,2024+,3,31,-0.005673863500702286,-0.06703997702655416,0.050245070738165545,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
BROAD_SPLIT,R9_BASE,2024+,6,31,-0.005673863500702286,-0.06088786294247302,0.03308652725188344,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
BROAD_SPLIT,R9_BASE,2024+,12,31,-0.005673863500702286,-0.04363112152398428,0.026625601967920437,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
BROAD_SPLIT_HALF,R9_BASE,all,3,90,-0.0076333576804504255,-0.020608300121493082,0.008790706397650337,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
BROAD_SPLIT_HALF,R9_BASE,all,6,90,-0.0076333576804504255,-0.017674263156701356,0.005975618354738102,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
BROAD_SPLIT_HALF,R9_BASE,all,12,90,-0.0076333576804504255,-0.015128504640078545,0.001753460664813354,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
BROAD_SPLIT_HALF,R9_BASE,2024+,3,31,-0.013679038934628462,-0.045145666651938796,0.016263601582744106,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
BROAD_SPLIT_HALF,R9_BASE,2024+,6,31,-0.013679038934628462,-0.04231297200248592,0.007070857028987364,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
BROAD_SPLIT_HALF,R9_BASE,2024+,12,31,-0.013679038934628462,-0.03200039878022848,0.0035770796675125005,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
BROAD_AGG_CONTROL,R9_BASE,all,3,90,-0.004569263832329473,-0.02580817101551818,0.020580754023805558,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
BROAD_AGG_CONTROL,R9_BASE,all,6,90,-0.004569263832329473,-0.021526585572764132,0.01727110516747796,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
BROAD_AGG_CONTROL,R9_BASE,all,12,90,-0.004569263832329473,-0.016625964560249156,0.010260053706610223,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
BROAD_AGG_CONTROL,R9_BASE,2024+,3,31,-0.006643122990611039,-0.0643318658659446,0.04373513268222763,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
BROAD_AGG_CONTROL,R9_BASE,2024+,6,31,-0.006643122990611039,-0.05486056267996772,0.02843718249670247,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
BROAD_AGG_CONTROL,R9_BASE,2024+,12,31,-0.006643122990611039,-0.042215601544147524,0.02452872523780534,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
AGG_COMMON,R9_BASE,all,3,90,-0.001138839029546701,-0.0169666190628827,0.010274997464645406,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
AGG_COMMON,R9_BASE,all,6,90,-0.001138839029546701,-0.013932152585849483,0.009568229714913286,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
AGG_COMMON,R9_BASE,all,12,90,-0.001138839029546701,-0.009556127356746675,0.005934864052584253,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
AGG_COMMON,R9_BASE,2024+,3,31,-0.0029597705927195406,-0.012084880841855692,0.006781428675587051,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
AGG_COMMON,R9_BASE,2024+,6,31,-0.0029597705927195406,-0.014270025704311143,0.005420951266185656,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
AGG_COMMON,R9_BASE,2024+,12,31,-0.0029597705927195406,-0.013940394745306254,0.005295898152974119,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_SHARED,R9_BASE,all,3,90,-0.001138839029546701,-0.016667220013563657,0.009978427663204495,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_SHARED,R9_BASE,all,6,90,-0.001138839029546701,-0.0139218058207273,0.009204269934367865,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_SHARED,R9_BASE,all,12,90,-0.001138839029546701,-0.009550811187499366,0.005964924797150032,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_SHARED,R9_BASE,2024+,3,31,-0.0029597705927195406,-0.01269252046054554,0.006661088506382774,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_SHARED,R9_BASE,2024+,6,31,-0.0029597705927195406,-0.013867941558439983,0.0055372652846418634,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_SHARED,R9_BASE,2024+,12,31,-0.0029597705927195406,-0.01382487507197583,0.00516911235442365,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN,R9_BASE,all,3,90,-0.009004554933710773,-0.02899778468597361,0.015146997107886638,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN,R9_BASE,all,6,90,-0.009004554933710773,-0.02739531690047244,0.009333943275222382,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN,R9_BASE,all,12,90,-0.009004554933710773,-0.027125558568952005,0.0040693535324006075,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN,R9_BASE,2024+,3,31,-0.021180159382400088,-0.04167434990181408,0.003427798741374146,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN,R9_BASE,2024+,6,31,-0.021180159382400088,-0.03716162561361478,-0.005271748942374791,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN,R9_BASE,2024+,12,31,-0.021180159382400088,-0.03529754181506853,-0.005976939759895189,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN_HALF,R9_BASE,all,3,90,-0.008089182379617643,-0.01759152677309935,0.0030833645641804666,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN_HALF,R9_BASE,all,6,90,-0.008089182379617643,-0.017077140718241575,0.00015645009513296865,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN_HALF,R9_BASE,all,12,90,-0.008089182379617643,-0.016305630067211883,-0.0021109177961523375,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN_HALF,R9_BASE,2024+,3,31,-0.013100373704106605,-0.023290757289263473,-0.0005371926660588555,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN_HALF,R9_BASE,2024+,6,31,-0.013100373704106605,-0.021019394386618418,-0.004769586707986481,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN_HALF,R9_BASE,2024+,12,31,-0.013100373704106605,-0.019958232295853282,-0.005530007706457878,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_CHANNEL,R9_BASE,all,3,90,-0.006531624388781354,-0.02321832569335595,0.01555469340818382,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_CHANNEL,R9_BASE,all,6,90,-0.006531624388781354,-0.02145976331996873,0.009515851880675498,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_CHANNEL,R9_BASE,all,12,90,-0.006531624388781354,-0.019930885819135182,0.008083545111981847,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_CHANNEL,R9_BASE,2024+,3,31,-0.016912439797805934,-0.03221273770120005,0.0017752222224472999,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_CHANNEL,R9_BASE,2024+,6,31,-0.016912439797805934,-0.02829946577597864,-0.006405155594523372,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_CHANNEL,R9_BASE,2024+,12,31,-0.016912439797805934,-0.025552455730645043,-0.007754343204300523,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_CHANNEL_HALF,R9_BASE,all,3,90,-0.006421380576226876,-0.01383738599203063,0.0029510851658107,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_CHANNEL_HALF,R9_BASE,all,6,90,-0.006421380576226876,-0.01282412097381194,-0.00019595164150256614,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_CHANNEL_HALF,R9_BASE,all,12,90,-0.006421380576226876,-0.012296023835049495,-0.0009985098371741408,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_CHANNEL_HALF,R9_BASE,2024+,3,31,-0.010352632980136167,-0.017704872780357418,-0.000918633305968205,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_CHANNEL_HALF,R9_BASE,2024+,6,31,-0.010352632980136167,-0.01598027916511766,-0.005140081815522951,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_CHANNEL_HALF,R9_BASE,2024+,12,31,-0.010352632980136167,-0.014168628181087632,-0.006154521267150698,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
