sample,scope,model,block,h,metric,n,bias,rmse,mae
full,own_coverage,INDEPENDENT_BRIDGE,fuel,3,monthly_error,87,-0.03039351739822949,4.7976226545345835,3.0531779163317863
full,own_coverage,INDEPENDENT_BRIDGE,fuel,4,monthly_error,86,-0.03139337334078305,4.825431468921466,3.088033542176792
full,own_coverage,INDEPENDENT_BRIDGE,fuel,5,monthly_error,85,-0.057408565085011534,4.8479709365090375,3.098717490615123
full,own_coverage,INDEPENDENT_BRIDGE,fuel,6,monthly_error,84,-0.07018961607846615,4.875481936175132,3.123509368856193
full,own_coverage,INDEPENDENT_BRIDGE,fuel,7,monthly_error,83,-0.06648276316610047,4.904589009544405,3.1565895009170526
full,own_coverage,INDEPENDENT_BRIDGE,fuel,8,monthly_error,82,-0.07982575581131492,4.933099256958599,3.1825522675899265
full,own_coverage,INDEPENDENT_BRIDGE,fuel,9,monthly_error,81,-0.09108530912717608,4.9625957032943075,3.211568986167907
full,own_coverage,INDEPENDENT_BRIDGE,fuel,10,monthly_error,80,-0.09972234273125488,4.993065181319851,3.244215131255017
full,own_coverage,INDEPENDENT_BRIDGE,fuel,11,monthly_error,79,-0.09241055207632742,5.023989518926346,3.2767070467839345
full,own_coverage,INDEPENDENT_BRIDGE,fuel,12,monthly_error,78,-0.08507521811111797,5.03957078676122,3.342959151323684
full,own_coverage,STABLE_LOCAL_CORE_R14B,administered,1,monthly_error,89,-0.29721256699976506,3.918699583394084,1.1791919273822575
full,own_coverage,STABLE_LOCAL_CORE_R14B,administered,2,monthly_error,88,-0.3122160799070893,3.9102291303322305,1.1627839200929107
full,own_coverage,STABLE_LOCAL_CORE_R14B,administered,3,monthly_error,87,-0.5563218390804598,4.269142151843117,1.3080459770114943
full,own_coverage,STABLE_LOCAL_CORE_R14B,administered,4,monthly_error,86,-0.5604651162790698,4.2938368487543785,1.3209302325581396
full,own_coverage,STABLE_LOCAL_CORE_R14B,administered,5,monthly_error,85,-0.5647058823529412,4.318966379613911,1.3341176470588234
full,own_coverage,STABLE_LOCAL_CORE_R14B,administered,6,monthly_error,84,-0.5720238095238096,4.34459502743132,1.3494047619047618
full,own_coverage,STABLE_LOCAL_CORE_R14B,administered,7,monthly_error,83,-0.5789156626506023,4.370688925872784,1.3656626506024097
full,own_coverage,STABLE_LOCAL_CORE_R14B,administered,8,monthly_error,82,-0.5847560975609757,4.397244841388975,1.3810975609756098
full,own_coverage,STABLE_LOCAL_CORE_R14B,administered,9,monthly_error,81,-0.5919753086419755,4.424305065051683,1.3981481481481484
full,own_coverage,STABLE_LOCAL_CORE_R14B,administered,10,monthly_error,80,-0.5943750000000001,4.4516464650733445,1.410625
full,own_coverage,STABLE_LOCAL_CORE_R14B,administered,11,monthly_error,79,-0.599367088607595,4.479676327593323,1.4259493670886074
full,own_coverage,STABLE_LOCAL_CORE_R14B,administered,12,monthly_error,78,-0.6,4.486796870134211,1.441025641025641
full,own_coverage,STABLE_LOCAL_CORE_R14B,alcohol_tobacco,1,monthly_error,89,-0.09375976767636351,0.9151087081548865,0.7064418990063867
full,own_coverage,STABLE_LOCAL_CORE_R14B,alcohol_tobacco,2,monthly_error,88,-0.09243359631060977,0.9200199895222763,0.7120780245875649
full,own_coverage,STABLE_LOCAL_CORE_R14B,alcohol_tobacco,3,monthly_error,87,-0.11944520560952458,0.8930754397827444,0.6943136752989739
full,own_coverage,STABLE_LOCAL_CORE_R14B,alcohol_tobacco,4,monthly_error,86,-0.10434465598226232,0.8851408980988508,0.685897642761124
full,own_coverage,STABLE_LOCAL_CORE_R14B,alcohol_tobacco,5,monthly_error,85,-0.11239077560440047,0.8881102968193634,0.6871484913594961
full,own_coverage,STABLE_LOCAL_CORE_R14B,alcohol_tobacco,6,monthly_error,84,-0.12502719857897188,0.8873593781390918,0.6840303929916378
full,own_coverage,STABLE_LOCAL_CORE_R14B,alcohol_tobacco,7,monthly_error,83,-0.11492496473882036,0.886401982547673,0.680663137397422
full,own_coverage,STABLE_LOCAL_CORE_R14B,alcohol_tobacco,8,monthly_error,82,-0.11431251284274753,0.8916039957478902,0.6869499315093809
full,own_coverage,STABLE_LOCAL_CORE_R14B,alcohol_tobacco,9,monthly_error,81,-0.11715847006295475,0.8969979108660565,0.6939961032317925
full,own_coverage,STABLE_LOCAL_CORE_R14B,alcohol_tobacco,10,monthly_error,80,-0.11758777124922368,0.9025392456786179,0.7016358748326719
full,own_coverage,STABLE_LOCAL_CORE_R14B,alcohol_tobacco,11,monthly_error,79,-0.11818696508155217,0.908199163540445,0.7096280826344111
full,own_coverage,STABLE_LOCAL_CORE_R14B,alcohol_tobacco,12,monthly_error,78,-0.10938875499241263,0.9029625159335822,0.7087103520562026
full,own_coverage,STABLE_LOCAL_CORE_R14B,core,1,monthly_error,89,-0.0007193837806004043,0.3711266267087887,0.28477473933574454
full,own_coverage,STABLE_LOCAL_CORE_R14B,core,2,monthly_error,88,-0.0032547987015870998,0.3943223078708138,0.30223961054085646
full,own_coverage,STABLE_LOCAL_CORE_R14B,core,3,monthly_error,87,-0.004209568804718847,0.4172973093576472,0.3188625694599504
full,own_coverage,STABLE_LOCAL_CORE_R14B,core,4,monthly_error,86,-0.005308699681763067,0.44012246346459805,0.336509578134954
full,own_coverage,STABLE_LOCAL_CORE_R14B,core,5,monthly_error,85,-0.004716025993876217,0.46222429587155905,0.35503107193043243
full,own_coverage,STABLE_LOCAL_CORE_R14B,core,6,monthly_error,84,0.0010410800411712316,0.4784847603846461,0.3679233133605848
full,own_coverage,STABLE_LOCAL_CORE_R14B,core,7,monthly_error,83,0.0009124506688526972,0.4966294898663623,0.3845957567204891
full,own_coverage,STABLE_LOCAL_CORE_R14B,core,8,monthly_error,82,-0.005821866469128718,0.5091587728829571,0.39482790403810053
full,own_coverage,STABLE_LOCAL_CORE_R14B,core,9,monthly_error,81,-0.003488809062907889,0.5244280678453026,0.40548858297976714
full,own_coverage,STABLE_LOCAL_CORE_R14B,core,10,monthly_error,80,-0.004190405567283626,0.5370841458874692,0.41691017612844633
full,own_coverage,STABLE_LOCAL_CORE_R14B,core,11,monthly_error,79,-0.005732223914804262,0.5482400837023148,0.42707346402720564
full,own_coverage,STABLE_LOCAL_CORE_R14B,core,12,monthly_error,78,0.0012044550113660883,0.5718975671419133,0.44863346807293564
full,own_coverage,STABLE_LOCAL_CORE_R14B,food,1,monthly_error,89,-0.0788285044079624,1.0160189011190799,0.7953060956516939
full,own_coverage,STABLE_LOCAL_CORE_R14B,food,2,monthly_error,88,-0.07161425870847822,1.0552335342241967,0.8266459658612125
full,own_coverage,STABLE_LOCAL_CORE_R14B,food,3,monthly_error,87,-0.07813906578539155,1.0971387848666339,0.8634111261207532
full,own_coverage,STABLE_LOCAL_CORE_R14B,food,4,monthly_error,86,-0.05759806044904483,1.1009325959170495,0.8682176681788945
full,own_coverage,STABLE_LOCAL_CORE_R14B,food,5,monthly_error,85,-0.05310945814530164,1.1316625814222974,0.8949121682448415
full,own_coverage,STABLE_LOCAL_CORE_R14B,food,6,monthly_error,84,-0.055584324462541496,1.1510832603589678,0.91335545234214
full,own_coverage,STABLE_LOCAL_CORE_R14B,food,7,monthly_error,83,-0.0518815644384345,1.1629715653081374,0.9232173331675938
full,own_coverage,STABLE_LOCAL_CORE_R14B,food,8,monthly_error,82,-0.06426353804493613,1.173055051814031,0.9257806923922581
full,own_coverage,STABLE_LOCAL_CORE_R14B,food,9,monthly_error,81,-0.05950182663257059,1.1859420772058242,0.9334861845014697
full,own_coverage,STABLE_LOCAL_CORE_R14B,food,10,monthly_error,80,-0.046845864401551654,1.1932399381499939,0.9384650762440551
full,own_coverage,STABLE_LOCAL_CORE_R14B,food,11,monthly_error,79,-0.0438093177035862,1.1973311750191011,0.9468323227024641
full,own_coverage,STABLE_LOCAL_CORE_R14B,food,12,monthly_error,78,-0.0676192956788147,1.202235534525396,0.94726991545105
full,own_coverage,STABLE_LOCAL_CORE_R14B,fuel,1,monthly_error,89,-0.38797840524296284,3.747177835847708,2.1443490846226116
full,own_coverage,STABLE_LOCAL_CORE_R14B,fuel,2,monthly_error,88,-0.407952488905147,4.601563306417546,2.909131126903102
full,own_coverage,STABLE_LOCAL_CORE_R14B,fuel,3,monthly_error,87,-0.36754342271457635,4.608776849253244,2.8974712404596334
full,own_coverage,STABLE_LOCAL_CORE_R14B,fuel,4,monthly_error,86,-0.3414247837950153,4.626918234427745,2.9007703668626905
full,own_coverage,STABLE_LOCAL_CORE_R14B,fuel,5,monthly_error,85,-0.3465514238707395,4.654044568621092,2.9337871991476465
full,own_coverage,STABLE_LOCAL_CORE_R14B,fuel,6,monthly_error,84,-0.36641515378079753,4.679442672575192,2.952975119511617
full,own_coverage,STABLE_LOCAL_CORE_R14B,fuel,7,monthly_error,83,-0.3765944797241989,4.707254719456625,2.982788447463304
full,own_coverage,STABLE_LOCAL_CORE_R14B,fuel,8,monthly_error,82,-0.3870501347302167,4.735572906124426,3.0133008769351823
full,own_coverage,STABLE_LOCAL_CORE_R14B,fuel,9,monthly_error,81,-0.3906357122270344,4.764703074356047,3.049309303101199
full,own_coverage,STABLE_LOCAL_CORE_R14B,fuel,10,monthly_error,80,-0.4027580408692554,4.793952715317086,3.0801862871505827
full,own_coverage,STABLE_LOCAL_CORE_R14B,fuel,11,monthly_error,79,-0.41400101471828227,4.823889603926051,3.1130312161878817
full,own_coverage,STABLE_LOCAL_CORE_R14B,fuel,12,monthly_error,78,-0.4093024661264909,4.8539090785554,3.1429356188969826
full,own_coverage,STABLE_LONG_CORE_R14B,administered,1,monthly_error,89,-0.29721256699976506,3.918699583394084,1.1791919273822575
full,own_coverage,STABLE_LONG_CORE_R14B,administered,2,monthly_error,88,-0.3122160799070893,3.9102291303322305,1.1627839200929107
full,own_coverage,STABLE_LONG_CORE_R14B,administered,3,monthly_error,87,-0.5563218390804598,4.269142151843117,1.3080459770114943
full,own_coverage,STABLE_LONG_CORE_R14B,administered,4,monthly_error,86,-0.5604651162790698,4.2938368487543785,1.3209302325581396
full,own_coverage,STABLE_LONG_CORE_R14B,administered,5,monthly_error,85,-0.5647058823529412,4.318966379613911,1.3341176470588234
full,own_coverage,STABLE_LONG_CORE_R14B,administered,6,monthly_error,84,-0.5720238095238096,4.34459502743132,1.3494047619047618
full,own_coverage,STABLE_LONG_CORE_R14B,administered,7,monthly_error,83,-0.5789156626506023,4.370688925872784,1.3656626506024097
full,own_coverage,STABLE_LONG_CORE_R14B,administered,8,monthly_error,82,-0.5847560975609757,4.397244841388975,1.3810975609756098
full,own_coverage,STABLE_LONG_CORE_R14B,administered,9,monthly_error,81,-0.5919753086419755,4.424305065051683,1.3981481481481484
full,own_coverage,STABLE_LONG_CORE_R14B,administered,10,monthly_error,80,-0.5943750000000001,4.4516464650733445,1.410625
full,own_coverage,STABLE_LONG_CORE_R14B,administered,11,monthly_error,79,-0.599367088607595,4.479676327593323,1.4259493670886074
full,own_coverage,STABLE_LONG_CORE_R14B,administered,12,monthly_error,78,-0.6,4.486796870134211,1.441025641025641
full,own_coverage,STABLE_LONG_CORE_R14B,alcohol_tobacco,1,monthly_error,89,-0.09375976767636351,0.9151087081548865,0.7064418990063867
full,own_coverage,STABLE_LONG_CORE_R14B,alcohol_tobacco,2,monthly_error,88,-0.09243359631060977,0.9200199895222763,0.7120780245875649
full,own_coverage,STABLE_LONG_CORE_R14B,alcohol_tobacco,3,monthly_error,87,-0.11944520560952458,0.8930754397827444,0.6943136752989739
full,own_coverage,STABLE_LONG_CORE_R14B,alcohol_tobacco,4,monthly_error,86,-0.10434465598226232,0.8851408980988508,0.685897642761124
full,own_coverage,STABLE_LONG_CORE_R14B,alcohol_tobacco,5,monthly_error,85,-0.11239077560440047,0.8881102968193634,0.6871484913594961
full,own_coverage,STABLE_LONG_CORE_R14B,alcohol_tobacco,6,monthly_error,84,-0.12502719857897188,0.8873593781390918,0.6840303929916378
full,own_coverage,STABLE_LONG_CORE_R14B,alcohol_tobacco,7,monthly_error,83,-0.11492496473882036,0.886401982547673,0.680663137397422
full,own_coverage,STABLE_LONG_CORE_R14B,alcohol_tobacco,8,monthly_error,82,-0.11431251284274753,0.8916039957478902,0.6869499315093809
full,own_coverage,STABLE_LONG_CORE_R14B,alcohol_tobacco,9,monthly_error,81,-0.11715847006295475,0.8969979108660565,0.6939961032317925
full,own_coverage,STABLE_LONG_CORE_R14B,alcohol_tobacco,10,monthly_error,80,-0.11758777124922368,0.9025392456786179,0.7016358748326719
full,own_coverage,STABLE_LONG_CORE_R14B,alcohol_tobacco,11,monthly_error,79,-0.11818696508155217,0.908199163540445,0.7096280826344111
full,own_coverage,STABLE_LONG_CORE_R14B,alcohol_tobacco,12,monthly_error,78,-0.10938875499241263,0.9029625159335822,0.7087103520562026
full,own_coverage,STABLE_LONG_CORE_R14B,core,1,monthly_error,89,-0.02185310836631137,0.35059958543444003,0.2688987023412953
full,own_coverage,STABLE_LONG_CORE_R14B,core,2,monthly_error,88,-0.02606242179974061,0.3742301305205265,0.28230762426166817
full,own_coverage,STABLE_LONG_CORE_R14B,core,3,monthly_error,87,-0.029064093343729253,0.40063241279455264,0.29946289829510325
full,own_coverage,STABLE_LONG_CORE_R14B,core,4,monthly_error,86,-0.00764594551230501,0.4559969184227848,0.34277236300412195
full,own_coverage,STABLE_LONG_CORE_R14B,core,5,monthly_error,85,-0.009109725939634512,0.487440332924216,0.3559905858880609
full,own_coverage,STABLE_LONG_CORE_R14B,core,6,monthly_error,84,-0.004195751491604517,0.5114656490866718,0.37343516855867653
full,own_coverage,STABLE_LONG_CORE_R14B,core,7,monthly_error,83,0.01921231456120722,0.5961600056430426,0.44495432143634667
full,own_coverage,STABLE_LONG_CORE_R14B,core,8,monthly_error,82,0.01220221870889773,0.6073716851059031,0.4519352177636923
full,own_coverage,STABLE_LONG_CORE_R14B,core,9,monthly_error,81,0.013799334790149421,0.6198737726659546,0.45906003111128585
full,own_coverage,STABLE_LONG_CORE_R14B,core,10,monthly_error,80,0.10829065427174481,0.6593339125231529,0.4788631389741676
full,own_coverage,STABLE_LONG_CORE_R14B,core,11,monthly_error,79,0.10632606282262354,0.6731361951211046,0.4937269284979329
full,own_coverage,STABLE_LONG_CORE_R14B,core,12,monthly_error,78,0.1133400684939513,0.7048526258927846,0.5301987259926777
full,own_coverage,STABLE_LONG_CORE_R14B,food,1,monthly_error,89,-0.0788285044079624,1.0160189011190799,0.7953060956516939
full,own_coverage,STABLE_LONG_CORE_R14B,food,2,monthly_error,88,-0.07161425870847822,1.0552335342241967,0.8266459658612125
full,own_coverage,STABLE_LONG_CORE_R14B,food,3,monthly_error,87,-0.07813906578539155,1.0971387848666339,0.8634111261207532
full,own_coverage,STABLE_LONG_CORE_R14B,food,4,monthly_error,86,-0.05759806044904483,1.1009325959170495,0.8682176681788945
full,own_coverage,STABLE_LONG_CORE_R14B,food,5,monthly_error,85,-0.05310945814530164,1.1316625814222974,0.8949121682448415
full,own_coverage,STABLE_LONG_CORE_R14B,food,6,monthly_error,84,-0.055584324462541496,1.1510832603589678,0.91335545234214
full,own_coverage,STABLE_LONG_CORE_R14B,food,7,monthly_error,83,-0.0518815644384345,1.1629715653081374,0.9232173331675938
full,own_coverage,STABLE_LONG_CORE_R14B,food,8,monthly_error,82,-0.06426353804493613,1.173055051814031,0.9257806923922581
full,own_coverage,STABLE_LONG_CORE_R14B,food,9,monthly_error,81,-0.05950182663257059,1.1859420772058242,0.9334861845014697
full,own_coverage,STABLE_LONG_CORE_R14B,food,10,monthly_error,80,-0.046845864401551654,1.1932399381499939,0.9384650762440551
full,own_coverage,STABLE_LONG_CORE_R14B,food,11,monthly_error,79,-0.0438093177035862,1.1973311750191011,0.9468323227024641
full,own_coverage,STABLE_LONG_CORE_R14B,food,12,monthly_error,78,-0.0676192956788147,1.202235534525396,0.94726991545105
full,own_coverage,STABLE_LONG_CORE_R14B,fuel,1,monthly_error,89,-0.38797840524296284,3.747177835847708,2.1443490846226116
full,own_coverage,STABLE_LONG_CORE_R14B,fuel,2,monthly_error,88,-0.407952488905147,4.601563306417546,2.909131126903102
full,own_coverage,STABLE_LONG_CORE_R14B,fuel,3,monthly_error,87,-0.36754342271457635,4.608776849253244,2.8974712404596334
full,own_coverage,STABLE_LONG_CORE_R14B,fuel,4,monthly_error,86,-0.3414247837950153,4.626918234427745,2.9007703668626905
full,own_coverage,STABLE_LONG_CORE_R14B,fuel,5,monthly_error,85,-0.3465514238707395,4.654044568621092,2.9337871991476465
full,own_coverage,STABLE_LONG_CORE_R14B,fuel,6,monthly_error,84,-0.36641515378079753,4.679442672575192,2.952975119511617
full,own_coverage,STABLE_LONG_CORE_R14B,fuel,7,monthly_error,83,-0.3765944797241989,4.707254719456625,2.982788447463304
full,own_coverage,STABLE_LONG_CORE_R14B,fuel,8,monthly_error,82,-0.3870501347302167,4.735572906124426,3.0133008769351823
full,own_coverage,STABLE_LONG_CORE_R14B,fuel,9,monthly_error,81,-0.3906357122270344,4.764703074356047,3.049309303101199
full,own_coverage,STABLE_LONG_CORE_R14B,fuel,10,monthly_error,80,-0.4027580408692554,4.793952715317086,3.0801862871505827
full,own_coverage,STABLE_LONG_CORE_R14B,fuel,11,monthly_error,79,-0.41400101471828227,4.823889603926051,3.1130312161878817
full,own_coverage,STABLE_LONG_CORE_R14B,fuel,12,monthly_error,78,-0.4093024661264909,4.8539090785554,3.1429356188969826
full,own_coverage,STABLE_LONG_GAP_R14B,administered,1,monthly_error,89,-0.29721256699976506,3.918699583394084,1.1791919273822575
full,own_coverage,STABLE_LONG_GAP_R14B,administered,2,monthly_error,88,-0.3122160799070893,3.9102291303322305,1.1627839200929107
full,own_coverage,STABLE_LONG_GAP_R14B,administered,3,monthly_error,87,-0.5563218390804598,4.269142151843117,1.3080459770114943
full,own_coverage,STABLE_LONG_GAP_R14B,administered,4,monthly_error,86,-0.5604651162790698,4.2938368487543785,1.3209302325581396
full,own_coverage,STABLE_LONG_GAP_R14B,administered,5,monthly_error,85,-0.5647058823529412,4.318966379613911,1.3341176470588234
full,own_coverage,STABLE_LONG_GAP_R14B,administered,6,monthly_error,84,-0.5720238095238096,4.34459502743132,1.3494047619047618
full,own_coverage,STABLE_LONG_GAP_R14B,administered,7,monthly_error,83,-0.5789156626506023,4.370688925872784,1.3656626506024097
full,own_coverage,STABLE_LONG_GAP_R14B,administered,8,monthly_error,82,-0.5847560975609757,4.397244841388975,1.3810975609756098
full,own_coverage,STABLE_LONG_GAP_R14B,administered,9,monthly_error,81,-0.5919753086419755,4.424305065051683,1.3981481481481484
full,own_coverage,STABLE_LONG_GAP_R14B,administered,10,monthly_error,80,-0.5943750000000001,4.4516464650733445,1.410625
full,own_coverage,STABLE_LONG_GAP_R14B,administered,11,monthly_error,79,-0.599367088607595,4.479676327593323,1.4259493670886074
full,own_coverage,STABLE_LONG_GAP_R14B,administered,12,monthly_error,78,-0.6,4.486796870134211,1.441025641025641
full,own_coverage,STABLE_LONG_GAP_R14B,alcohol_tobacco,1,monthly_error,89,-0.09375976767636351,0.9151087081548865,0.7064418990063867
full,own_coverage,STABLE_LONG_GAP_R14B,alcohol_tobacco,2,monthly_error,88,-0.09243359631060977,0.9200199895222763,0.7120780245875649
full,own_coverage,STABLE_LONG_GAP_R14B,alcohol_tobacco,3,monthly_error,87,-0.11944520560952458,0.8930754397827444,0.6943136752989739
full,own_coverage,STABLE_LONG_GAP_R14B,alcohol_tobacco,4,monthly_error,86,-0.10434465598226232,0.8851408980988508,0.685897642761124
full,own_coverage,STABLE_LONG_GAP_R14B,alcohol_tobacco,5,monthly_error,85,-0.11239077560440047,0.8881102968193634,0.6871484913594961
full,own_coverage,STABLE_LONG_GAP_R14B,alcohol_tobacco,6,monthly_error,84,-0.12502719857897188,0.8873593781390918,0.6840303929916378
full,own_coverage,STABLE_LONG_GAP_R14B,alcohol_tobacco,7,monthly_error,83,-0.11492496473882036,0.886401982547673,0.680663137397422
full,own_coverage,STABLE_LONG_GAP_R14B,alcohol_tobacco,8,monthly_error,82,-0.11431251284274753,0.8916039957478902,0.6869499315093809
full,own_coverage,STABLE_LONG_GAP_R14B,alcohol_tobacco,9,monthly_error,81,-0.11715847006295475,0.8969979108660565,0.6939961032317925
full,own_coverage,STABLE_LONG_GAP_R14B,alcohol_tobacco,10,monthly_error,80,-0.11758777124922368,0.9025392456786179,0.7016358748326719
full,own_coverage,STABLE_LONG_GAP_R14B,alcohol_tobacco,11,monthly_error,79,-0.11818696508155217,0.908199163540445,0.7096280826344111
full,own_coverage,STABLE_LONG_GAP_R14B,alcohol_tobacco,12,monthly_error,78,-0.10938875499241263,0.9029625159335822,0.7087103520562026
full,own_coverage,STABLE_LONG_GAP_R14B,core,1,monthly_error,89,0.028313283514183465,0.37167165770949784,0.28782811139824704
full,own_coverage,STABLE_LONG_GAP_R14B,core,2,monthly_error,88,0.024408415778387812,0.4000523720401527,0.30268130991607073
full,own_coverage,STABLE_LONG_GAP_R14B,core,3,monthly_error,87,0.021703036443489195,0.42938177874240396,0.3221894348712134
full,own_coverage,STABLE_LONG_GAP_R14B,core,4,monthly_error,86,0.04788282457168173,0.49474861632533795,0.37032694987911613
