origin,target,model,quarter,predicted_change,actual_change,material_actual
2019-03,2019-12,BLEND_WIDE_STATE_R15,2019Q4,0.1479256370326003,0.18356059225945032,False
2019-03,2020-03,BLEND_WIDE_STATE_R15,2020Q1,-0.08678342707158393,0.5838797697945517,True
2019-03,2019-06,ENET_BOTH_R15,2019Q2,-0.085125700695591,0.10866197911436926,False
2019-03,2019-09,ENET_BOTH_R15,2019Q3,-0.20465976021472532,0.015354349079724106,False
2019-03,2019-12,ENET_BOTH_R15,2019Q4,0.1670743148511109,0.18356059225945032,False
2019-03,2020-03,ENET_BOTH_R15,2020Q1,0.02657245456472479,0.5838797697945517,True
2019-03,2019-06,ENET_DOMESTIC_R15,2019Q2,-0.0028996907540586037,0.10866197911436926,False
2019-03,2019-09,ENET_DOMESTIC_R15,2019Q3,-0.11206839935916335,0.015354349079724106,False
2019-03,2019-12,ENET_DOMESTIC_R15,2019Q4,0.13703921975427935,0.18356059225945032,False
2019-03,2020-03,ENET_DOMESTIC_R15,2020Q1,-0.03221155880865911,0.5838797697945517,True
2019-03,2019-06,ENET_IMPORTED_R15,2019Q2,-0.14558013859398589,0.10866197911436926,False
2019-03,2019-09,ENET_IMPORTED_R15,2019Q3,-0.1617828759226505,0.015354349079724106,False
2019-03,2019-12,ENET_IMPORTED_R15,2019Q4,0.2241687915678532,0.18356059225945032,False
2019-03,2020-03,ENET_IMPORTED_R15,2020Q1,0.04619706031670301,0.5838797697945517,True
2019-03,2019-06,ENET_WIDE_R15,2019Q2,-0.1500280859859302,0.10866197911436926,False
2019-03,2019-09,ENET_WIDE_R15,2019Q3,-0.13836018163257613,0.015354349079724106,False
2019-03,2019-12,ENET_WIDE_R15,2019Q4,0.16730619485086162,0.18356059225945032,False
2019-03,2020-03,ENET_WIDE_R15,2020Q1,-0.08886920963852596,0.5838797697945517,True
2019-03,2019-06,RF_RESIDUAL_R15,2019Q2,-6.561583054320863e-05,0.10866197911436926,False
2019-03,2019-09,RF_RESIDUAL_R15,2019Q3,-0.08468093416100242,0.015354349079724106,False
2019-03,2019-12,RF_RESIDUAL_R15,2019Q4,0.19585881517127346,0.18356059225945032,False
2019-03,2020-03,RF_RESIDUAL_R15,2020Q1,0.046531078804951775,0.5838797697945517,True
2019-03,2019-06,STABLE_LOCAL_CORE_R14B,2019Q2,0.01639916287722132,0.10866197911436926,False
2019-03,2019-09,STABLE_LOCAL_CORE_R14B,2019Q3,-0.06611085490908453,0.015354349079724106,False
2019-03,2019-12,STABLE_LOCAL_CORE_R14B,2019Q4,0.1682451524766302,0.18356059225945032,False
2019-03,2020-03,STABLE_LOCAL_CORE_R14B,2020Q1,-0.04221886373794881,0.5838797697945517,True
2019-03,2019-06,STABLE_PIPELINE_R14B,2019Q2,-0.07552427483081692,0.10866197911436926,False
2019-03,2019-09,STABLE_PIPELINE_R14B,2019Q3,-0.1746506054840049,0.015354349079724106,False
2019-03,2019-12,STABLE_PIPELINE_R14B,2019Q4,0.034043180382587135,0.18356059225945032,False
2019-03,2020-03,STABLE_PIPELINE_R14B,2020Q1,-0.00027112257984196475,0.5838797697945517,True
2019-03,2019-06,STATE_ADAPT_R15,2019Q2,-0.0009852897579150088,0.10866197911436926,False
2019-03,2019-09,STATE_ADAPT_R15,2019Q3,-0.0999399996310193,0.015354349079724106,False
2019-03,2019-12,STATE_ADAPT_R15,2019Q4,0.12851397743067539,0.18356059225945032,False
2019-03,2020-03,STATE_ADAPT_R15,2020Q1,-0.0846942133091857,0.5838797697945517,True
2019-03,2019-06,STATE_FAST_R15,2019Q2,0.01367771442309662,0.10866197911436926,False
2019-03,2019-09,STATE_FAST_R15,2019Q3,-0.07301991334143487,0.015354349079724106,False
2019-03,2019-12,STATE_FAST_R15,2019Q4,0.1591969172543144,0.18356059225945032,False
2019-03,2020-03,STATE_FAST_R15,2020Q1,-0.05230615267227057,0.5838797697945517,True
2019-03,2019-06,STATE_MID_R15,2019Q2,-0.0009852897579150088,0.10866197911436926,False
2019-03,2019-09,STATE_MID_R15,2019Q3,-0.0999399996310193,0.015354349079724106,False
2019-03,2019-12,STATE_MID_R15,2019Q4,0.12851397743067539,0.18356059225945032,False
2019-03,2020-03,STATE_MID_R15,2020Q1,-0.0846942133091857,0.5838797697945517,True
2019-03,2019-06,STATE_SLOW_R15,2019Q2,-0.03518493096781761,0.10866197911436926,False
2019-03,2019-09,STATE_SLOW_R15,2019Q3,-0.16250124678156075,0.015354349079724106,False
2019-03,2019-12,STATE_SLOW_R15,2019Q4,0.057388195021184085,0.18356059225945032,False
2019-03,2020-03,STATE_SLOW_R15,2020Q1,-0.15964387158232585,0.5838797697945517,True
