origin,h,target,released,error,baseline_log,actual_log
2019-05,3,2019-08,2019-09-10 09:00:00,0.09107020859623383,0.1087300576710718,0.19980026626730563
2019-05,4,2019-09,2019-10-10 09:00:00,-0.48658611981262334,-0.4174883454022831,-0.9040744652149064
2019-05,5,2019-10,2019-11-11 09:00:00,0.14058370780994855,0.4576234599447978,0.5982071677547464
2019-05,6,2019-11,2019-12-10 09:00:00,-0.008460473669580026,0.008460473669580026,0.0
2019-05,7,2019-12,2020-01-13 09:00:00,-0.15806010478445606,0.25801013809280937,0.09995003330835331
2019-05,8,2020-01,2020-02-14 09:00:00,0.41424006932366814,0.38257689559401925,0.7968169649176874
2019-05,9,2020-02,2020-03-10 09:00:00,0.3646957562692069,0.3328656173733172,0.6975613736425241
2019-05,10,2020-03,2020-04-14 09:00:00,-0.27369318660818703,-0.02675771542168515,-0.3004509020298722
2019-05,11,2020-04,2020-05-13 09:00:00,-0.21270425377478758,0.4125045200420932,0.19980026626730563
2019-05,12,2020-05,2020-06-10 09:00:00,0.5394143933387221,0.158146980303802,0.6975613736425241
2019-06,1,2019-07,2019-08-12 09:00:00,0.42900413216895117,0.5660289531478572,0.9950330853168083
2019-06,2,2019-08,2019-09-10 09:00:00,0.1062466323730801,0.09355363389422552,0.19980026626730563
2019-06,3,2019-09,2019-10-10 09:00:00,-0.4718943564656676,-0.43218010874923884,-0.9040744652149064
2019-06,4,2019-10,2019-11-11 09:00:00,0.1549823433758431,0.44322482437890326,0.5982071677547464
2019-06,5,2019-11,2019-12-10 09:00:00,0.00570988039250672,-0.00570988039250672,0.0
2019-06,6,2019-12,2020-01-13 09:00:00,-0.1440915611845266,0.2440415944928799,0.09995003330835331
2019-06,7,2020-01,2020-02-14 09:00:00,0.4280214100744862,0.3687955548432012,0.7968169649176874
2019-06,8,2020-02,2020-03-10 09:00:00,0.37830060944035054,0.3192607642021736,0.6975613736425241
2019-06,9,2020-03,2020-04-14 09:00:00,-0.2602555900996397,-0.04019531193023246,-0.3004509020298722
2019-06,10,2020-04,2020-05-13 09:00:00,-0.1994254291342784,0.39922569540158404,0.19980026626730563
2019-06,11,2020-05,2020-06-10 09:00:00,0.5575349329409711,0.14002644070155296,0.6975613736425241
2019-06,12,2020-06,2020-07-10 09:00:00,0.3536529719970688,0.1451011791068386,0.49875415110390736
2019-07,1,2019-08,2019-09-10 09:00:00,0.038158326390700326,0.1616419398766053,0.19980026626730563
2019-07,2,2019-09,2019-10-10 09:00:00,-0.5344880242383251,-0.36958644097658133,-0.9040744652149064
2019-07,3,2019-10,2019-11-11 09:00:00,0.09379855729465703,0.5044086104600893,0.5982071677547464
2019-07,4,2019-11,2019-12-10 09:00:00,-0.05527752546411078,0.05527752546411078,0.0
2019-07,5,2019-12,2020-01-13 09:00:00,-0.2052353080425028,0.3051853413508561,0.09995003330835331
2019-07,6,2020-01,2020-02-14 09:00:00,0.36662626860080955,0.43019069631687784,0.7968169649176874
2019-07,7,2020-02,2020-03-10 09:00:00,0.3166357818824356,0.38092559176008856,0.6975613736425241
2019-07,8,2020-03,2020-04-14 09:00:00,-0.32218587779737784,0.021734975767505688,-0.3004509020298722
2019-07,9,2020-04,2020-05-13 09:00:00,-0.26161068147278776,0.4614109477400934,0.19980026626730563
2019-07,10,2020-05,2020-06-10 09:00:00,0.49510663094134755,0.20245474270117655,0.6975613736425241
2019-07,11,2020-06,2020-07-10 09:00:00,0.2560608715398507,0.24269327956405665,0.49875415110390736
2019-07,12,2020-07,2020-08-13 09:00:00,0.5615275536828493,0.6313295328445309,1.1928570865273802
2019-08,1,2019-09,2019-10-10 09:00:00,-0.5850405621777743,-0.3190339030371321,-0.9040744652149064
2019-08,2,2019-10,2019-11-11 09:00:00,0.04631256145183682,0.5518946063029095,0.5982071677547464
2019-08,3,2019-11,2019-12-10 09:00:00,-0.10083667643411354,0.10083667643411354,0.0
2019-08,4,2019-12,2020-01-13 09:00:00,-0.24925986741902276,0.34920990072737607,0.09995003330835331
2019-08,5,2020-01,2020-02-14 09:00:00,0.3239707979273901,0.4728461669902973,0.7968169649176874
2019-08,6,2020-02,2020-03-10 09:00:00,0.2752543134837492,0.42230706015877495,0.6975613736425241
2019-08,7,2020-03,2020-04-14 09:00:00,-0.36236503363303174,0.06191413160315953,-0.3004509020298722
2019-08,8,2020-04,2020-05-13 09:00:00,-0.3006500372529497,0.5004503035202553,0.19980026626730563
2019-08,9,2020-05,2020-06-10 09:00:00,0.45714936615008617,0.240412007492438,0.6975613736425241
2019-08,10,2020-06,2020-07-10 09:00:00,0.2191313774688997,0.27962277363500765,0.49875415110390736
2019-08,11,2020-07,2020-08-13 09:00:00,0.4361947730848038,0.7566623134425764,1.1928570865273802
2019-08,12,2020-08,2020-09-10 09:00:00,-0.1934631653653797,0.1934631653653797,0.0
2019-09,1,2019-10,2019-11-11 09:00:00,0.07861167024719495,0.5195954975075514,0.5982071677547464
2019-09,2,2019-11,2019-12-10 09:00:00,-0.07110807551695644,0.07110807551695644,0.0
2019-09,3,2019-12,2020-01-13 09:00:00,-0.22008889639963,0.3200389297079833,0.09995003330835331
2019-09,4,2020-01,2020-02-14 09:00:00,0.3531773263198648,0.44363963859782257,0.7968169649176874
2019-09,5,2020-02,2020-03-10 09:00:00,0.3046642131134391,0.392897160529085,0.6975613736425241
2019-09,6,2020-03,2020-04-14 09:00:00,-0.33271105380815114,0.03226015177827893,-0.3004509020298722
2019-09,7,2020-04,2020-05-13 09:00:00,-0.27074891798668704,0.47054918425399267,0.19980026626730563
2019-09,8,2020-05,2020-06-10 09:00:00,0.4872898468624469,0.2102715267800772,0.6975613736425241
2019-09,9,2020-06,2020-07-10 09:00:00,0.24950062524808944,0.24925352585581792,0.49875415110390736
2019-09,10,2020-07,2020-08-13 09:00:00,0.46678176168539154,0.7260753248419887,1.1928570865273802
2019-09,11,2020-08,2020-09-10 09:00:00,-0.18764173762676875,0.18764173762676875,0.0
2019-09,12,2020-09,2020-10-12 09:00:00,-0.43903202117538925,-0.36418514855103673,-0.803217169726426
2019-10,1,2019-11,2019-12-10 09:00:00,0.02568360729179214,-0.02568360729179214,0.0
2019-10,2,2019-12,2020-01-13 09:00:00,-0.12924019689610022,0.22919023020445353,0.09995003330835331
2019-10,3,2020-01,2020-02-14 09:00:00,0.4405799335767246,0.3562370313409628,0.7968169649176874
2019-10,4,2020-02,2020-03-10 09:00:00,0.38945295530394874,0.3081084183385754,0.6975613736425241
2019-10,5,2020-03,2020-04-14 09:00:00,-0.2502075066602782,-0.05024339536959401,-0.3004509020298722
2019-10,6,2020-04,2020-05-13 09:00:00,-0.19035691309820024,0.39015717936550587,0.19980026626730563
2019-10,7,2020-05,2020-06-10 09:00:00,0.5656937045138526,0.13186766912867157,0.6975613736425241
2019-10,8,2020-06,2020-07-10 09:00:00,0.3260210883970686,0.17273306270683875,0.49875415110390736
2019-10,9,2020-07,2020-08-13 09:00:00,0.5415146036689058,0.6513424828584744,1.1928570865273802
2019-10,10,2020-08,2020-09-10 09:00:00,-0.11460665466689404,0.11460665466689404,0.0
2019-10,11,2020-09,2020-10-12 09:00:00,-0.27702060568162934,-0.5261965640447966,-0.803217169726426
2019-10,12,2020-10,2020-11-10 09:00:00,0.058383339562783854,0.4403708115411235,0.49875415110390736
2019-11,1,2019-12,2020-01-13 09:00:00,-0.16170167103674785,0.26165170434510115,0.09995003330835331
2019-11,2,2020-01,2020-02-14 09:00:00,0.41075742435909873,0.38605954055858865,0.7968169649176874
2019-11,3,2020-02,2020-03-10 09:00:00,0.3611710294703443,0.33639034417217983,0.6975613736425241
2019-11,4,2020-03,2020-04-14 09:00:00,-0.27731580826691715,-0.023135093762955056,-0.3004509020298722
2019-11,5,2020-04,2020-05-13 09:00:00,-0.2164372506855784,0.416237516952884,0.19980026626730563
2019-11,6,2020-05,2020-06-10 09:00:00,0.5405638390458652,0.1569975345966589,0.6975613736425241
2019-11,7,2020-06,2020-07-10 09:00:00,0.3017863433328305,0.19696780777107686,0.49875415110390736
2019-11,8,2020-07,2020-08-13 09:00:00,0.5181278745553278,0.6747292119720524,1.1928570865273802
2019-11,9,2020-08,2020-09-10 09:00:00,-0.13718847315721544,0.13718847315721544,0.0
2019-11,10,2020-09,2020-10-12 09:00:00,-0.2988379704388181,-0.5043791992876079,-0.803217169726426
2019-11,11,2020-10,2020-11-10 09:00:00,0.0024637752505039523,0.4962903758534034,0.49875415110390736
2019-11,12,2020-11,2020-12-10 09:00:00,-0.012413938000196138,0.012413938000196138,0.0
2019-12,1,2020-01,2020-02-14 09:00:00,0.47310660192932313,0.32371036298836425,0.7968169649176874
2019-12,2,2020-02,2020-03-10 09:00:00,0.41692449466551657,0.28063687897700756,0.6975613736425241
2019-12,3,2020-03,2020-04-14 09:00:00,-0.22290022266106785,-0.07755067936880433,-0.3004509020298722
2019-12,4,2020-04,2020-05-13 09:00:00,-0.161814236539493,0.36161450280679863,0.19980026626730563
2019-12,5,2020-05,2020-06-10 09:00:00,0.5958274345502028,0.1017339390923213,0.6975613736425241
2019-12,6,2020-06,2020-07-10 09:00:00,0.357791548401016,0.14096260270289132,0.49875415110390736
2019-12,7,2020-07,2020-08-13 09:00:00,0.5748775258912214,0.6179795606361588,1.1928570865273802
2019-12,8,2020-08,2020-09-10 09:00:00,-0.07971962271238342,0.07971962271238342,0.0
2019-12,9,2020-09,2020-10-12 09:00:00,-0.24068228829410976,-0.5625348814323162,-0.803217169726426
2019-12,10,2020-10,2020-11-10 09:00:00,0.06127302527400996,0.4374811258298974,0.49875415110390736
2019-12,11,2020-11,2020-12-10 09:00:00,0.042009023166924786,-0.042009023166924786,0.0
2019-12,12,2020-12,2021-01-13 09:00:00,-0.20204653708781453,0.20204653708781453,0.0
2020-01,1,2020-02,2020-03-10 09:00:00,0.4329907308671241,0.26457064277540004,0.6975613736425241
2020-01,2,2020-03,2020-04-14 09:00:00,-0.20863666981843756,-0.09181423221143462,-0.3004509020298722
2020-01,3,2020-04,2020-05-13 09:00:00,-0.14832377545328673,0.34812404172059236,0.19980026626730563
2020-01,4,2020-05,2020-06-10 09:00:00,0.6088652956981876,0.08869607794433657,0.6975613736425241
2020-01,5,2020-06,2020-07-10 09:00:00,0.3704839907768047,0.12827016032710264,0.49875415110390736
2020-01,6,2020-07,2020-08-13 09:00:00,0.587267185784158,0.6055899007432222,1.1928570865273802
2020-01,7,2020-08,2020-09-10 09:00:00,-0.06760999657293568,0.06760999657293568,0.0
2020-01,8,2020-09,2020-10-12 09:00:00,-0.22883641133891053,-0.5743807583875155,-0.803217169726426
2020-01,9,2020-10,2020-11-10 09:00:00,0.07286902536864298,0.4258851257352644,0.49875415110390736
2020-01,10,2020-11,2020-12-10 09:00:00,0.05336784570336081,-0.05336784570336081,0.0
2020-01,11,2020-12,2021-01-13 09:00:00,-0.16599022413592857,0.16599022413592857,0.0
2020-01,12,2021-01,2021-02-12 09:00:00,0.3823316272695506,0.3152297463729735,0.6975613736425241
2020-02,1,2020-03,2020-04-14 09:00:00,-0.37231123830819657,0.07186033627832442,-0.3004509020298722
2020-02,2,2020-04,2020-05-13 09:00:00,-0.29944360960358435,0.49924387587089,0.19980026626730563
2020-02,3,2020-05,2020-06-10 09:00:00,0.4617716540833709,0.23578971955915323,0.6975613736425241
2020-02,4,2020-06,2020-07-10 09:00:00,0.22484499054459262,0.27390916055931475,0.49875415110390736
2020-02,5,2020-07,2020-08-13 09:00:00,0.4422990224075898,0.7505580641197904,1.1928570865273802
2020-02,6,2020-08,2020-09-10 09:00:00,-0.21215418667399172,0.21215418667399172,0.0
2020-02,7,2020-09,2020-10-12 09:00:00,-0.3730418233494347,-0.4301753463769913,-0.803217169726426
2020-02,8,2020-10,2020-11-10 09:00:00,-0.0710337464122372,0.5697878975161446,0.49875415110390736
2020-02,9,2020-11,2020-12-10 09:00:00,-0.09025317754626609,0.09025317754626609,0.0
2020-02,10,2020-12,2021-01-13 09:00:00,-0.30934531418693734,0.30934531418693734,0.0
2020-02,11,2021-01,2021-02-12 09:00:00,0.14970084332358546,0.5478605303189387,0.6975613736425241
2020-02,12,2021-02,2021-03-10 09:00:00,-0.10859319036180909,0.408144088341657,0.2995508979798479
2020-03,1,2020-04,2020-05-13 09:00:00,-0.3083380505348142,0.5081383168021198,0.19980026626730563
2020-03,2,2020-05,2020-06-10 09:00:00,0.4532948061002975,0.24426656754222664,0.6975613736425241
2020-03,3,2020-06,2020-07-10 09:00:00,0.21767604555134956,0.2810781055525578,0.49875415110390736
2020-03,4,2020-07,2020-08-13 09:00:00,0.43664594216141006,0.7562111443659701,1.1928570865273802
2020-03,5,2020-08,2020-09-10 09:00:00,-0.21628518833844396,0.21628518833844396,0.0
2020-03,6,2020-09,2020-10-12 09:00:00,-0.3757022482396406,-0.4275149214867854,-0.803217169726426
2020-03,7,2020-10,2020-11-10 09:00:00,-0.07228974273042749,0.5710438938343348,0.49875415110390736
2020-03,8,2020-11,2020-12-10 09:00:00,-0.0901727525300971,0.0901727525300971,0.0
2020-03,9,2020-12,2021-01-13 09:00:00,-0.3079946246458437,0.3079946246458437,0.0
2020-03,10,2021-01,2021-02-12 09:00:00,0.1522584834405425,0.5453028902019816,0.6975613736425241
2020-03,11,2021-02,2021-03-10 09:00:00,-0.1712305935409819,0.4707814915208298,0.2995508979798479
2020-03,12,2021-03,2021-04-13 09:00:00,-0.2434737811780262,0.04327351411071844,-0.20020026706730776
2020-04,1,2020-05,2020-06-10 09:00:00,0.5788032326016169,0.11875814104090722,0.6975613736425241
2020-04,2,2020-06,2020-07-10 09:00:00,0.33315893010637787,0.1655952209975295,0.49875415110390736
2020-04,3,2020-07,2020-08-13 09:00:00,0.5485498406695044,0.6443072458578758,1.1928570865273802
2020-04,4,2020-08,2020-09-10 09:00:00,-0.10599774293432392,0.10599774293432392,0.0
2020-04,5,2020-09,2020-10-12 09:00:00,-0.2664153581921124,-0.5368018115343136,-0.803217169726426
2020-04,6,2020-10,2020-11-10 09:00:00,0.03620714225599364,0.4625470088479137,0.49875415110390736
2020-04,7,2020-11,2020-12-10 09:00:00,0.017621784406568874,-0.017621784406568874,0.0
2020-04,8,2020-12,2021-01-13 09:00:00,-0.2008528713289562,0.2008528713289562,0.0
2020-04,9,2021-01,2021-02-12 09:00:00,0.2587844264268872,0.4387769472156369,0.6975613736425241
2020-04,10,2021-02,2021-03-10 09:00:00,-0.06528837013617889,0.3648392681160268,0.2995508979798479
2020-04,11,2021-03,2021-04-13 09:00:00,-0.09802222765015561,-0.10217803941715214,-0.20020026706730776
2020-04,12,2021-04,2021-05-11 09:00:00,-0.07665726208641055,0.37620816006625846,0.2995508979798479
2020-05,1,2020-06,2020-07-10 09:00:00,0.3855820901549707,0.11317206094893666,0.49875415110390736
2020-05,2,2020-07,2020-08-13 09:00:00,0.5973468016722389,0.5955102848551413,1.1928570865273802
2020-05,3,2020-08,2020-09-10 09:00:00,-0.05821930209193989,0.05821930209193989,0.0
2020-05,4,2020-09,2020-10-12 09:00:00,-0.2188766008220967,-0.5843405689043293,-0.803217169726426
2020-05,5,2020-10,2020-11-10 09:00:00,0.08373657353124864,0.4150175775726587,0.49875415110390736
2020-05,6,2020-11,2020-12-10 09:00:00,0.06520786785299815,-0.06520786785299815,0.0
2020-05,7,2020-12,2021-01-13 09:00:00,-0.1531933147315524,0.1531933147315524,0.0
2020-05,8,2021-01,2021-02-12 09:00:00,0.3065196785942246,0.39104169504829955,0.6975613736425241
2020-05,9,2021-02,2021-03-10 09:00:00,-0.017479438354452426,0.31703033633430033,0.2995508979798479
2020-05,10,2021-03,2021-04-13 09:00:00,-0.05014276958787364,-0.15005749747943412,-0.20020026706730776
2020-05,11,2021-04,2021-05-11 09:00:00,0.0011946706996620593,0.29835622728018585,0.2995508979798479
2020-05,12,2021-05,2021-06-10 09:00:00,0.33124706494011275,0.06795506201363259,0.39920212695374535
2020-06,1,2020-07,2020-08-13 09:00:00,0.4577698325075916,0.7350872540197886,1.1928570865273802
2020-06,2,2020-08,2020-09-10 09:00:00,-0.18866486697712453,0.18866486697712453,0.0
2020-06,3,2020-09,2020-10-12 09:00:00,-0.34499934848644565,-0.45821782123998034,-0.803217169726426
2020-06,4,2020-10,2020-11-10 09:00:00,-0.03958510282670241,0.5383392539306098,0.49875415110390736
2020-06,5,2020-11,2020-12-10 09:00:00,-0.05584447227989384,0.05584447227989384,0.0
2020-06,6,2020-12,2021-01-13 09:00:00,-0.27220728990544385,0.27220728990544385,0.0
2020-06,7,2021-01,2021-02-12 09:00:00,0.18940689879494177,0.5081544748475824,0.6975613736425241
2020-06,8,2021-02,2021-03-10 09:00:00,-0.13279665794878925,0.43234755592863716,0.2995508979798479
2020-06,9,2021-03,2021-04-13 09:00:00,-0.1637573796077918,-0.03644288745951597,-0.20020026706730776
2020-06,10,2021-04,2021-05-11 09:00:00,-0.11080341201064209,0.41035430999049,0.2995508979798479
2020-06,11,2021-05,2021-06-10 09:00:00,0.12451084868105322,0.27469127827269213,0.39920212695374535
2020-06,12,2021-06,2021-07-13 09:00:00,0.6800594591722842,0.21591467797490627,0.8959741371471904
2020-07,1,2020-08,2020-09-10 09:00:00,-0.23497611733408624,0.23497611733408624,0.0
2020-07,2,2020-09,2020-10-12 09:00:00,-0.38842191835170825,-0.41479525137471773,-0.803217169726426
2020-07,3,2020-10,2020-11-10 09:00:00,-0.08182008968814852,0.5805742407920559,0.49875415110390736
2020-07,4,2020-11,2020-12-10 09:00:00,-0.09741825432670358,0.09741825432670358,0.0
2020-07,5,2020-12,2021-01-13 09:00:00,-0.3132930270900458,0.3132930270900458,0.0
2020-07,6,2021-01,2021-02-12 09:00:00,0.1487427743159282,0.5488185993265959,0.6975613736425241
2020-07,7,2021-02,2021-03-10 09:00:00,-0.1730728593315466,0.4726237573113945,0.2995508979798479
2020-07,8,2021-03,2021-04-13 09:00:00,-0.20366883674132152,0.003468569674013773,-0.20020026706730776
2020-07,9,2021-04,2021-05-11 09:00:00,-0.15036949691507034,0.44992039489491825,0.2995508979798479
2020-07,10,2021-05,2021-06-10 09:00:00,0.0852725269519719,0.31392960000177345,0.39920212695374535
2020-07,11,2021-06,2021-07-13 09:00:00,0.584643433937202,0.3113307032099885,0.8959741371471904
2020-07,12,2021-07,2021-08-10 09:00:00,0.7589039071414837,0.7299573422335818,1.4888612493750655
2020-08,1,2020-09,2020-10-12 09:00:00,-0.4540046422540227,-0.3492125274724033,-0.803217169726426
2020-08,2,2020-10,2020-11-10 09:00:00,-0.14280325781003628,0.6415574089139436,0.49875415110390736
2020-08,3,2020-11,2020-12-10 09:00:00,-0.15567988405786154,0.15567988405786154,0.0
2020-08,4,2020-12,2021-01-13 09:00:00,-0.36946360723021304,0.36946360723021304,0.0
2020-08,5,2021-01,2021-02-12 09:00:00,0.09441036772314149,0.6031510059193826,0.6975613736425241
2020-08,6,2021-02,2021-03-10 09:00:00,-0.2257034981235403,0.5252543961033882,0.2995508979798479
2020-08,7,2021-03,2021-04-13 09:00:00,-0.2546961452433272,0.054495878176019426,-0.20020026706730776
2020-08,8,2021-04,2021-05-11 09:00:00,-0.19987764637781702,0.4994285443576649,0.2995508979798479
2020-08,9,2021-05,2021-06-10 09:00:00,0.03720637715565239,0.36199574979809296,0.39920212695374535
2020-08,10,2021-06,2021-07-13 09:00:00,0.5379468233977275,0.35802731374946295,0.8959741371471904
2020-08,11,2021-07,2021-08-10 09:00:00,0.6209511812359412,0.8679100681391243,1.4888612493750655
2020-08,12,2021-08,2021-09-10 09:00:00,0.7609703252698095,0.2340627600469989,0.9950330853168083
2020-09,1,2020-10,2020-11-10 09:00:00,-0.03271646847828452,0.5314706195821919,0.49875415110390736
2020-09,2,2020-11,2020-12-10 09:00:00,-0.0545315628131744,0.0545315628131744,0.0
2020-09,3,2020-12,2021-01-13 09:00:00,-0.27149714080853804,0.27149714080853804,0.0
2020-09,4,2021-01,2021-02-12 09:00:00,0.19094697902086455,0.5066143946216596,0.6975613736425241
2020-09,5,2021-02,2021-03-10 09:00:00,-0.13004737710619835,0.42959827508604626,0.2995508979798479
2020-09,6,2021-03,2021-04-13 09:00:00,-0.1597331283661356,-0.04046713870117216,-0.20020026706730776
2020-09,7,2021-04,2021-05-11 09:00:00,-0.10553006994590469,0.4050809679257526,0.2995508979798479
2020-09,8,2021-05,2021-06-10 09:00:00,0.13098218771090853,0.2682199392428368,0.39920212695374535
2020-09,9,2021-06,2021-07-13 09:00:00,0.6311833271340679,0.2647908100131225,0.8959741371471904
2020-09,10,2021-07,2021-08-10 09:00:00,0.713676504723484,0.7751847446515815,1.4888612493750655
2020-09,11,2021-08,2021-09-10 09:00:00,0.8698620614178452,0.1251710238989632,0.9950330853168083
2020-09,12,2021-09,2021-10-11 09:00:00,0.7026463775110556,-0.50284611124375,0.19980026626730563
2020-10,1,2020-11,2020-12-10 09:00:00,0.00758331999740576,-0.00758331999740576,0.0
2020-10,2,2020-12,2021-01-13 09:00:00,-0.2130591474641612,0.2130591474641612,0.0
2020-10,3,2021-01,2021-02-12 09:00:00,0.24734178043914262,0.4502195932033815,0.6975613736425241
2020-10,4,2021-02,2021-03-10 09:00:00,-0.07515865209767592,0.3747095500775238,0.2995508979798479
2020-10,5,2021-03,2021-04-13 09:00:00,-0.10614468917086939,-0.09405557789643837,-0.20020026706730776
2020-10,6,2021-04,2021-05-11 09:00:00,-0.05313775624042849,0.3526886542202764,0.2995508979798479
2020-10,7,2021-05,2021-06-10 09:00:00,0.18224992601092524,0.2169522009428201,0.39920212695374535
2020-10,8,2021-06,2021-07-13 09:00:00,0.6813862419418505,0.21458789520533994,0.8959741371471904
2020-10,9,2021-07,2021-08-10 09:00:00,0.7628688941565297,0.7259923552185358,1.4888612493750655
2020-10,10,2021-08,2021-09-10 09:00:00,0.9180947688277566,0.07693831648905172,0.9950330853168083
2020-10,11,2021-09,2021-10-11 09:00:00,0.7935506390632873,-0.5937503727959816,0.19980026626730563
2020-10,12,2021-10,2021-11-10 09:00:00,0.8432003038727627,0.4484222227818702,1.2916225266546328
2020-11,1,2020-12,2021-01-13 09:00:00,-0.23775651210715065,0.23775651210715065,0.0
2020-11,2,2021-01,2021-02-12 09:00:00,0.22420093838509825,0.4733604352574259,0.6975613736425241
2020-11,3,2021-02,2021-03-10 09:00:00,-0.09812652388469223,0.39767742186454014,0.2995508979798479
2020-11,4,2021-03,2021-04-13 09:00:00,-0.12933995706194995,-0.0708603100053578,-0.20020026706730776
2020-11,5,2021-04,2021-05-11 09:00:00,-0.07666656578769238,0.3762174637675403,0.2995508979798479
2020-11,6,2021-05,2021-06-10 09:00:00,0.15836899728309053,0.24083312967065482,0.39920212695374535
2020-11,7,2021-06,2021-07-13 09:00:00,0.6571602236103145,0.23881391353687592,0.8959741371471904
2020-11,8,2021-07,2021-08-10 09:00:00,0.7383118677868298,0.7505493815882357,1.4888612493750655
2020-11,9,2021-08,2021-09-10 09:00:00,0.8932223329474067,0.10181075236940165,0.9950330853168083
2020-11,10,2021-09,2021-10-11 09:00:00,0.7683782785855017,-0.568578012318196,0.19980026626730563
2020-11,11,2021-10,2021-11-10 09:00:00,0.8110995206712712,0.48052300598336156,1.2916225266546328
2020-11,12,2021-11,2021-12-10 09:00:00,1.1006887038662738,-0.006694700032837501,1.0939940038334364
2020-12,1,2021-01,2021-02-12 09:00:00,0.20410502671741887,0.49345634692510526,0.6975613736425241
2020-12,2,2021-02,2021-03-10 09:00:00,-0.11641592111485277,0.4159668190947007,0.2995508979798479
2020-12,3,2021-03,2021-04-13 09:00:00,-0.147636095610348,-0.05256417145695976,-0.20020026706730776
2020-12,4,2021-04,2021-05-11 09:00:00,-0.09548598759858018,0.3950368855784281,0.2995508979798479
2020-12,5,2021-05,2021-06-10 09:00:00,0.13889739266978818,0.2603047342839572,0.39920212695374535
