period,a6_01,a6_02,a6_03,a6_04,a6_05,a6_06,a6_07,a6_08,a6_09,a6_10,a6_11,a6_12,a6_13,a6_14,a6_15,a6_16,a6_17,a6_18,a6_19,a6_20,a6_21,a6_22,a6_23,a6_24,a6_25,a6_26,a6_27,a6_28,a6_29,a6_30,a6_31,a6_32,a6_33,a6_34,a6_35,a6_36,a6_37,a6_38,a6_39,a6_40,a6_41,a6_42,a6_43,a6_44,a6_45,a6_46,a6_47,a6_48,a6_49,a6_50,a6_51,a6_52,a6_53,a6_54,a6_55,a6_56,a6_57,a6_58,a6_59,a6_60,a6_61,a6_62,a6_63,a6_64,a6_65,a6_66,a6_67,a6_68,a6_69,a6_70,a6_71,a6_72
2003-03,21.7,32.5,1.1000000000000014,-2.0,0.9000000000000057,5.5,-1.1999999999999993,0.0,3.599999999999998,0.2999999999999998,7.6,61.52468115,7759.0,,-0.59,-0.04,4.78,-18.1,9.4,2.3999999999999986,2.3999999999999986,2.0999999999999996,0.0009596929719295488,9.6,-1526.0,0.003992021269537446,19.8,54.9,3.499999999999999,5.5,1.0,43.6,-13.900000000000002,9.0,8.6,2.1000000000000014,-9.299999999999999,-4.6,-1.4000000000000004,2.0999999999999996,-1.8999999999999986,5.5,-16.0,-0.7,0.001352265250013751,0.011522761236780532,0.0038289772370978525,0.0,0.004376374599798449,,,-0.010278487259075764,3.92259624742326,2.48,2.5,0.001111111225422512,-0.0005105948540853333,0.0020618568721868513,0.016675482731583813,24.75,0.06687728266057613,-0.03754486277503144,0.03193789087911991,,,,4.7,-5.300000000000001,2.707692307692308,2.5615384615384618,-11.5,33.3
2003-04,12.8,23.8,-4.299999999999997,-1.0000000000000036,9.199999999999996,-8.8,-0.5,1.5,3.6000000000000014,-2.5,7.5,61.40273639,10276.0,,-0.68,-0.03,4.78,-18.8,-4.5,4.399999999999999,-1.1000000000000014,0.40000000000000036,-0.0027215257332633414,9.7,-5787.0,0.0019980026626730957,10.1,52.8,-3.1999999999999993,-4.5,4.999999999999998,40.3,0.8000000000000007,-4.5,-11.3,2.5,-1.9,-3.0,1.0,3.2,0.6000000000000014,-10.2,-14.8,-0.8,-0.008141157583700043,-0.0181673039554493,-0.0038289772370978525,-0.03901203927501573,-0.004376374599798449,,,0.006592263757472794,3.72971761226654,2.42,2.5,0.0066408655788956494,0.006744315186792527,0.0002951832602260396,0.020375164226182463,25.46,-0.060414064470363904,0.04419361292865842,0.019052620934282505,,,,-9.200000000000001,2.3000000000000007,2.7727272727272725,3.727272727272727,-24.0,31.5
2003-05,7.2,13.6,8.299999999999997,-0.8999999999999986,-0.10000000000000142,6.699999999999999,6.5,0.0,-3.0,0.7000000000000002,7.8,62.95787252,11394.0,,-0.68,-0.03,2.54,-18.6,7.5,-2.099999999999998,0.6000000000000014,0.29999999999999893,-0.0025682197101657422,9.7,-5787.0,-0.007024614936964435,8.4,51.4,-1.7000000000000002,3.8999999999999986,0.0,44.1,-2.299999999999999,-11.0,6.8,-3.700000000000003,2.3,2.3999999999999995,-1.4000000000000004,3.5999999999999996,-3.5,6.799999999999999,-8.6,-0.8,-0.0013633267278647665,-0.0016680571006970624,-0.0025608208616736405,0.0,0.0,,,0.031972436534529663,3.49241297869455,2.25,2.25,0.021499163851745884,0.020212853112594686,-0.03407866062984333,0.012828198859828888,27.29,-0.005023333132224472,0.016896522124516977,-0.02966467666077266,,,,-0.7,-7.400000000000002,2.72,3.23,-30.1,33.1
2003-06,9.0,11.3,-4.600000000000001,5.099999999999998,5.300000000000004,-0.8999999999999986,-4.200000000000001,0.10000000000000009,-1.4000000000000004,-7.3,7.8,61.84312685,12835.0,,-0.68,-0.03,2.54,-19.3,1.8000000000000003,-0.9000000000000021,-1.2999999999999972,0.6000000000000014,0.002407899068540331,9.8,-1158.0,-0.012072581234269283,9.2,51.3,-1.9,-9.900000000000002,0.0,41.0,-1.700000000000001,-3.6000000000000014,3.0,-0.09999999999999787,-5.3,-1.0999999999999996,-2.5999999999999996,1.5,6.100000000000001,2.700000000000001,-4.1,-0.9,-0.0013651879253391286,0.0,-0.002567395505245429,0.0,0.0,,,-0.00960551865580725,4.05718462622684,2.26,2.25,0.0015104113347250703,0.0024826229235799246,0.0074164393086508795,0.020642899078115562,28.36,0.023463571965114838,0.011107797022123833,-0.02011562079700635,,,,-0.9,-4.599999999999998,2.79,3.28,-33.5,34.9
2003-07,9.3,11.4,9.5,-3.799999999999997,-3.3000000000000043,8.0,3.1000000000000014,-0.10000000000000009,5.6,1.1999999999999993,7.8,62.11304565,14402.0,,-0.76,-0.02,2.54,-16.0,7.1000000000000005,2.900000000000002,2.0,-0.7000000000000011,0.0025620510411750175,9.8,-8341.0,-0.005012541823544325,11.7,52.6,-1.9,4.300000000000001,-9.999999999999998,44.3,12.7,2.1000000000000014,7.0,0.1999999999999993,4.8,2.8,1.0,3.3999999999999995,-5.200000000000003,-5.699999999999999,1.5,-0.5,-0.0027359798188753004,0.008312599819365829,-0.0025740039951731575,0.0,0.0,,,-0.004038736567524348,4.22572971809478,2.06,2.0,-0.023561299338397568,-0.024853795924363098,0.0001262115903788441,0.030308448733228133,29.44,0.004207579840015185,0.017941791912828187,0.04053167662011736,,,,5.5,-0.8000000000000007,2.6363636363636367,3.2363636363636363,-30.9,35.8
2003-08,8.8,10.3,-3.3999999999999915,-8.600000000000001,-4.699999999999996,0.19999999999999574,-5.300000000000001,1.5,-3.0,6.9,7.9,62.33227874,14350.0,,-0.76,-0.02,1.76,-13.9,1.0,2.6999999999999993,0.5,2.5999999999999996,0.00047965465784916006,9.8,-8341.0,0.005982071677547426,13.3,51.8,-0.9,6.5,0.0,42.5,10.300000000000004,-4.900000000000002,-9.0,-0.8000000000000007,-7.2,-3.4000000000000004,1.3000000000000007,-11.6,10.200000000000003,13.7,1.4,-0.1,0.0027359798188753004,0.0,0.0025740039951731575,0.0,0.0,,,0.026800434557382513,4.25841521133076,2.05,2.0,-0.017705490078093966,-0.02028571295157544,0.009403095930489158,0.025813339517188894,26.81,-0.01125979524533971,0.0006025911601446055,0.04363336990887623,,,,4.300000000000001,5.100000000000001,2.7,3.063636363636363,-28.8,37.3
2003-09,34.7,17.2,-2.500000000000007,1.6999999999999993,-8.5,4.200000000000003,2.9000000000000004,0.20000000000000018,-2.0,-11.7,8.1,64.07005499,14676.0,,-0.76,-0.02,1.76,-12.5,1.0,2.8999999999999986,-1.8000000000000043,0.40000000000000036,-0.001119552296064974,9.8,7499.0,0.011928570865273783,10.7,53.4,5.7,2.5,-2.0,43.0,0.09999999999999432,10.099999999999998,-2.0999999999999996,0.9000000000000021,-3.1999999999999993,-1.799999999999999,-3.9000000000000004,-1.4,-8.900000000000006,-12.0,0.6,-0.1,0.0013651879253391286,0.009884759232542173,0.0051282163669190695,0.0,0.0,,,0.025857081867685525,4.47300377217206,2.06,2.0,0.004148220534465175,0.00038902937662399495,-0.011663473754675024,0.007603825445880119,28.97,-0.06204105264814874,0.05934811643070281,0.05914541874539969,,,,-2.7,-2.5000000000000018,2.71,3.0,-30.4,48.9
2003-10,11.0,30.9,12.500000000000007,16.400000000000002,9.600000000000001,7.700000000000003,0.29999999999999893,-0.10000000000000009,0.6999999999999993,2.0999999999999996,7.9,64.31336336,15994.0,,-0.83,-0.02,1.76,-10.5,3.0,2.200000000000003,1.3000000000000043,-0.09999999999999964,-0.0009606148673375614,9.8,7499.0,0.0009995003330834362,9.8,52.2,6.7,2.6000000000000014,4.0,53.5,-3.5,-4.899999999999999,2.0999999999999996,1.8999999999999986,-2.3000000000000007,-1.6000000000000014,3.4000000000000004,2.3,-1.7999999999999972,-1.0,3.1,-0.3,0.006798122713821186,0.0,0.0,0.03727139479723185,-0.00439561147303813,,,0.017811797418625097,4.74901985181005,2.07,2.0,0.017632838328665912,0.019006607859758162,0.005193941000353419,0.04063828660452096,28.81,0.0037579901423296924,0.03623584845404526,0.03561879362141962,,,,-0.10000000000000053,5.1,2.685714285714286,3.05,-19.3,45.2
2003-11,31.5,26.5,-7.900000000000006,-5.399999999999999,4.699999999999996,1.0,-2.799999999999999,-0.10000000000000009,-1.6999999999999993,-3.0999999999999996,8.2,64.21715903,15135.0,,-0.83,-0.02,1.35,-11.5,1.3999999999999986,-5.600000000000001,-0.30000000000000426,-0.8000000000000007,-0.0020845032802458974,9.8,-3003.0,-0.008032171697264244,10.2,50.1,-3.5999999999999996,-17.8,0.0,43.2,-7.899999999999999,-0.5999999999999979,2.2,-1.0,0.5,0.7000000000000011,-2.8000000000000007,-1.5,1.0,2.099999999999998,3.9,0.1,0.002706361597743623,0.0,0.005102051883895342,0.0,0.0,,,-0.04063258066605817,4.82073277235031,2.09,2.0,0.005699894857473353,0.0027947172661511033,0.033326604420400585,0.013297293754476414,29.62,-0.03201492933206618,0.06105930293638462,0.014856727788841173,-0.2525667799245457,,,2.4000000000000004,-0.5,2.771428571428572,3.271428571428572,-16.2,46.6
2003-12,25.3,21.1,2.5,6.299999999999997,-4.5,-4.100000000000001,-1.4000000000000004,-0.20000000000000018,-2.3999999999999986,-0.5,8.4,65.13050991,13449.0,,-0.83,-0.02,1.35,-9.6,-15.6,0.5,1.5,3.000000000000001,0.009107676601562531,9.8,-11470.0,-0.0020020026706730407,11.7,52.7,-1.6000000000000005,-7.400000000000002,-3.0,43.6,1.4000000000000021,-4.800000000000001,-4.4,-2.1000000000000014,8.7,4.3999999999999995,-1.8000000000000007,2.1,2.6000000000000014,2.0000000000000018,8.0,0.8,0.002699056969164282,0.0,0.0025412974286727064,0.0,0.0,,,0.015258922614180992,4.679670620178225,2.07,2.0,0.0008740304281964484,-0.0010153573660742765,-0.03152748863061383,0.04973362861629127,30.66,-0.04840294248017907,0.05169239063297493,0.01090091064032217,1.9524248066417829,,,0.5999999999999996,15.900000000000002,2.9333333333333336,2.8535714285714286,-18.3,47.6
2004-01,21.5,17.8,-4.700000000000003,-9.200000000000003,-19.0,-7.200000000000003,5.300000000000001,-1.0999999999999999,2.799999999999999,-8.0,8.3,67.27106546,12150.0,,-0.88,-0.01,1.35,-9.1,12.6,-1.1000000000000014,-0.19999999999999574,-1.0000000000000009,0.0,9.8,-11470.0,0.0019980026626730193,11.4,50.0,-0.5999999999999996,5.0,4.0,40.7,-2.6999999999999993,-10.7,0.8000000000000003,-10.7,9.7,1.4000000000000004,-5.399999999999999,-3.0000000000000004,6.199999999999996,3.6999999999999993,9.2,1.5,0.006715941965437011,0.0016380020042383592,0.002534855603188113,0.029186621086531694,0.040998190450584726,,,0.03503568666139874,4.854876940963746,2.06,2.0,-0.011532886354304495,-0.0021610635754285568,-0.0032317950427724895,0.02236598521929878,30.34,0.0024360547978807823,0.05795970137526707,0.015452630217499763,-0.09911574543495488,,,6.1,-6.200000000000003,2.757142857142857,3.164285714285714,-15.8,56.3
2004-02,13.7,25.4,-7.599999999999994,-11.599999999999998,13.100000000000001,-1.6999999999999957,-1.0,-1.7,-4.0,2.3000000000000007,8.7,66.56605066,8692.0,,-0.88,-0.01,2.04,-9.5,-7.1,-4.0,-0.6000000000000014,-2.5,0.0019068812388676193,10.1,4559.0,0.004987541511038911,10.7,48.9,2.0999999999999996,7.300000000000001,2.0,36.7,10.5,13.099999999999998,1.2000000000000002,10.0,-4.3,-1.1000000000000005,5.399999999999999,-1.7999999999999998,-8.199999999999996,-4.9,13.4,1.5,0.004008021397538641,0.0,0.002528446353358582,0.0,0.008421102396408475,,,0.03097790504275092,4.592611047184158,2.05,2.0,-0.0030980330155871982,-0.0021657438874838064,0.01952401860476094,0.0007234306821573,32.73,0.021661496781179235,-0.0002308136190278809,0.07980378759116658,0.9891422407674535,,,1.1000000000000014,5.700000000000003,2.8166666666666664,2.983333333333333,-14.8,50.9
2004-03,15.5,30.5,4.899999999999999,8.8,9.899999999999999,-7.200000000000003,9.0,1.5,3.5999999999999996,4.399999999999999,8.3,68.65531015,8595.0,,-0.88,-0.01,2.04,-7.4,-1.6999999999999993,3.700000000000003,0.20000000000000284,2.8000000000000007,0.003961028707434089,10.3,4559.0,0.004987541511038911,9.3,44.8,1.7000000000000002,3.6999999999999993,9.999999999999998,42.5,7.0,-5.5,1.5999999999999996,2.5,0.9000000000000001,1.3000000000000003,0.0,5.2,-11.100000000000001,-4.399999999999999,18.7,1.9,0.005319161477600254,-0.0016380020042383592,0.007547205635383136,-0.0016934805063328895,0.0,,,0.0353994230628948,4.681143126068116,2.11,2.0,-0.012040279232080842,-0.01438688912404995,-1.791665996719871e-05,0.012632745750572383,32.98,0.03738753207162038,-0.0004617871243457472,0.014235115821872313,0.33026856284637884,,,2.6999999999999993,14.799999999999997,2.9,2.809090909090909,-20.0,52.6
2004-04,19.8,26.6,0.6000000000000014,3.5,-5.600000000000001,13.0,-3.1999999999999993,1.5,3.1000000000000014,3.5999999999999996,8.3,68.15754136,11971.0,,-0.91,-0.01,2.04,-7.4,-0.3000000000000007,-2.200000000000003,-2.5,3.8,0.002842256768929907,10.3,-7541.0,0.009950330853168099,13.9,46.3,-2.4000000000000004,1.5,-6.9,44.4,-5.800000000000004,-2.799999999999997,-1.5999999999999996,-3.599999999999998,0.8999999999999999,3.9,1.0,5.1,-3.6999999999999993,6.1,20.1,3.5,0.00792606527242068,-0.008230499136515412,0.013690319608683055,-0.01882005932677,0.002094241603114444,,,0.01831769122778822,4.946893831150419,2.24,2.0,0.014143562234720797,0.007861371757922342,0.01670246406091458,0.024784292201804448,37.2,0.006857169726137258,-0.05677810306713704,-0.022693728299119087,1.6225292703570646,,,-1.6000000000000014,-11.600000000000001,2.872727272727273,2.618181818181818,-11.4,38.1
2004-05,24.3,30.8,1.5999999999999943,1.7999999999999972,3.6000000000000014,1.2999999999999972,-8.200000000000001,-3.0,4.0,1.4000000000000004,8.6,69.18485219,13075.0,,-0.91,-0.01,3.73,-8.2,-0.7999999999999998,-3.099999999999998,0.6999999999999957,0.20000000000000018,0.0023623918381163733,10.3,-7541.0,0.0019980026626730124,14.0,46.3,5.5,-1.1000000000000014,-10.0,45.1,-2.6999999999999957,-5.000000000000002,1.1999999999999993,0.8999999999999986,-1.8,0.39999999999999997,-2.3999999999999986,3.1,3.3999999999999986,-12.1,14.2,4.8,0.010471299867295336,0.0016515280384732378,0.011063419544255382,0.0017256259674693908,0.0020898649194593943,,,-0.01840099532949834,5.085967191514103,2.45,2.25,0.022524459813779707,0.019198352030416643,-0.006287720542989206,0.026085944912006553,35.51,0.0037893186683506386,0.038835177324235026,-0.037378925738219326,0.13507976428899138,,,1.0,-7.399999999999999,2.6769230769230767,2.714285714285714,-12.0,32.0
2004-06,20.8,24.0,-0.3999999999999915,2.700000000000003,-2.8999999999999986,0.5,1.4000000000000004,1.6,-0.40000000000000213,7.4,8.2,69.06165493,13981.0,,-0.91,-0.01,3.73,-6.3,2.0,2.599999999999998,-1.3999999999999986,-6.9,0.0,10.3,806.6000000000004,-0.00100050033358344,12.1,44.9,-2.4000000000000004,-0.7999999999999972,9.0,45.6,-6.600000000000001,8.700000000000001,6.0,1.1000000000000014,-4.5,-7.2,4.699999999999999,-6.1000000000000005,2.1999999999999993,16.0,10.6,6.1,0.011650617219975068,0.0,0.013357818532547583,0.0,0.0,,,-0.04163672678948264,5.167705991174699,2.49,2.25,0.021499303933528502,0.008901205890498254,0.002719400633980129,0.029532468146124202,37.67,0.05589690238212386,0.030108805165175667,-0.07618835661926537,-0.4416912402495785,,,-5.199999999999999,-5.699999999999999,2.625,2.7692307692307687,-13.6,27.5
2004-07,16.1,23.0,-2.000000000000007,2.299999999999997,5.600000000000001,0.8000000000000043,-0.7000000000000011,-1.6,-3.099999999999998,-4.4,8.1,68.42777712,14761.0,,-0.91,-0.01,3.73,-5.6,-3.4,-0.7999999999999972,0.0,-3.5,0.003298000633593645,10.3,-8613.900000000001,-0.00803217169726423,13.6,44.3,-1.0999999999999996,2.5,-11.0,46.6,8.899999999999999,-9.5,-2.5,-2.1000000000000014,-0.9000000000000004,1.2999999999999998,-2.8000000000000007,2.3,-3.5,-6.400000000000002,13.5,7.3,0.007692345623156349,0.0065789710980421745,0.009603915354180259,0.0,0.0,,,0.02184401126569898,5.089026837029025,2.65,2.5,0.008115131218990435,0.0011226845812153385,0.007980751730967128,0.014016228111662699,41.75,0.019830678180485783,-0.01772402249450078,-0.10650850511435417,0.25489573947653144,,,0.5,-3.599999999999998,2.729411764705883,2.8,-9.9,33.1
2004-08,6.8,37.5,-4.0,-5.5,-2.6000000000000014,-5.0,4.1,1.6,-3.1000000000000014,-2.0999999999999996,8.3,69.56799571,13012.0,,-0.91,-0.01,3.84,-5.3,4.299999999999999,1.2999999999999972,0.0,6.9,0.001879699801577317,10.4,-8613.900000000001,0.006975613736425301,13.1,42.6,3.0999999999999996,-1.2000000000000028,2.0,43.0,-6.399999999999999,24.400000000000002,-2.3,7.699999999999999,-1.7999999999999998,-4.8,-0.8000000000000007,-8.6,-1.8999999999999986,3.1000000000000014,5.9,7.8,0.0076336248550710195,0.0,0.009512556867698585,0.0,0.0,,,-0.04250714975671432,5.087420234411333,2.83,2.5,-0.001680849224393377,-0.007382877806660915,0.016946241453808852,0.025251795103987007,42.86,0.013235999572291046,0.020230575020247166,-0.027167519494337267,0.029065665802802343,,,-5.0,-2.1000000000000014,2.853333333333333,2.95,-8.7,34.9
