model,frame,coverage,n,rmse,mae,bias,mean_gain,total_gain,closer,material_win,material_loss,direction,alerts,alerted_big,false_alarm,missed_big,big_precision,big_recall
R9_FULL,flash2025+,common,19,0.1638271242938502,0.13239549655765354,0.0398422767095172,0.025499240284451725,0.48448556540458276,11,2,1,11,2,0,2,1,0.0,0.0
R9_FULL,big,common,23,0.6710742877935717,0.47606113106941467,0.0007855388815016216,0.1021997384958028,2.3505939854034645,16,9,2,17,7,7,0,16,1.0,0.30434782608695654
R9_FULL,big_ex_jan,common,19,0.7065802335235483,0.49063590002425816,0.08006482422848392,0.10410094208100498,1.9779178995390947,14,8,1,14,5,5,0,14,1.0,0.2631578947368421
R9_FULL,alerts,common,23,0.4184009317085991,0.3213253191257471,-0.048749773959070056,-0.056107927821399214,-1.2904823398921819,11,9,10,16,23,7,16,0,0.30434782608695654,1.0
CATEGORY_RAW,all,own,90,0.40894699246352967,0.256504568666051,-0.055265063412948595,-0.0031712353327176183,-0.28541117994458565,43,12,7,47,21,9,12,14,0.42857142857142855,0.391304347826087
CATEGORY_RAW,ex_jan,own,83,0.3913644294047555,0.24234336705694787,-0.024361737437213225,0.002234946196064217,0.18550053427333002,39,11,6,43,18,7,11,12,0.3888888888888889,0.3684210526315789
CATEGORY_RAW,2024+,own,31,0.19779760195832016,0.15646370408853486,0.01538708935463972,0.03063307010501351,0.9496251732554188,19,3,1,19,4,2,2,3,0.5,0.4
CATEGORY_RAW,flash2025+,own,19,0.16095971070391513,0.12737704784360537,0.051456001918903926,0.030517688998499878,0.5798360909714977,12,2,1,12,2,0,2,1,0.0,0.0
CATEGORY_RAW,big,own,23,0.6942075209903463,0.5119879118147503,-0.11193716427449946,0.06627295775046703,1.5242780282607415,13,8,2,13,9,9,0,14,1.0,0.391304347826087
CATEGORY_RAW,big_ex_jan,own,19,0.7379798916287745,0.536079164849397,-0.05180720730067224,0.05865767725586617,1.1144958678614572,11,7,2,11,7,7,0,12,1.0,0.3684210526315789
CATEGORY_RAW,alerts,own,21,0.4947428248512673,0.3445027981207057,-0.20003781489615302,0.007878154260246661,0.16544123946517988,12,9,5,16,21,9,12,0,0.42857142857142855,1.0
CATEGORY_RAW,all,common,90,0.40894699246352967,0.256504568666051,-0.055265063412948595,-0.0031712353327176183,-0.28541117994458565,43,12,7,47,21,9,12,14,0.42857142857142855,0.391304347826087
CATEGORY_RAW,ex_jan,common,83,0.3913644294047555,0.24234336705694787,-0.024361737437213225,0.002234946196064217,0.18550053427333002,39,11,6,43,18,7,11,12,0.3888888888888889,0.3684210526315789
CATEGORY_RAW,2024+,common,31,0.19779760195832016,0.15646370408853486,0.01538708935463972,0.03063307010501351,0.9496251732554188,19,3,1,19,4,2,2,3,0.5,0.4
CATEGORY_RAW,flash2025+,common,19,0.16095971070391513,0.12737704784360537,0.051456001918903926,0.030517688998499878,0.5798360909714977,12,2,1,12,2,0,2,1,0.0,0.0
CATEGORY_RAW,big,common,23,0.6942075209903463,0.5119879118147503,-0.11193716427449946,0.06627295775046703,1.5242780282607415,13,8,2,13,9,9,0,14,1.0,0.391304347826087
CATEGORY_RAW,big_ex_jan,common,19,0.7379798916287745,0.536079164849397,-0.05180720730067224,0.05865767725586617,1.1144958678614572,11,7,2,11,7,7,0,12,1.0,0.3684210526315789
CATEGORY_RAW,alerts,common,21,0.4947428248512673,0.3445027981207057,-0.20003781489615302,0.007878154260246661,0.16544123946517988,12,9,5,16,21,9,12,0,0.42857142857142855,1.0
CATEGORY_HALF_CORRECTION,all,own,90,0.4094362218546319,0.25664966324950805,-0.05502232661644496,-0.0033163299161746707,-0.29846969245572036,41,12,7,46,23,9,14,14,0.391304347826087,0.391304347826087
CATEGORY_HALF_CORRECTION,ex_jan,own,83,0.39072672996814967,0.2416452745906251,-0.023332559169370944,0.0029330386623868834,0.2434422089781113,37,11,6,42,20,7,13,12,0.35,0.3684210526315789
CATEGORY_HALF_CORRECTION,2024+,own,31,0.2005802676046111,0.15982474845922087,0.009742983670322272,0.027272025734327503,0.8454327977641526,18,3,1,18,4,2,2,3,0.5,0.4
CATEGORY_HALF_CORRECTION,flash2025+,own,19,0.16477774007625637,0.1337545896938092,0.0452627861294187,0.02414014714829605,0.4586627958176249,11,1,1,11,2,0,2,1,0.0,0.0
CATEGORY_HALF_CORRECTION,big,own,23,0.6925111930340958,0.5083552083822581,-0.11040960435306504,0.06990566118295939,1.6078302072080661,13,9,2,13,9,9,0,14,1.0,0.391304347826087
CATEGORY_HALF_CORRECTION,big_ex_jan,own,19,0.7356089339665649,0.530972921069341,-0.04924929513926538,0.0637639210359221,1.21151449968252,11,8,2,11,7,7,0,12,1.0,0.3684210526315789
CATEGORY_HALF_CORRECTION,alerts,own,23,0.4753038942130647,0.3306551895398383,-0.18417415585965244,-0.0045682330180991165,-0.10506935941627968,12,8,6,17,23,9,14,0,0.391304347826087,1.0
CATEGORY_HALF_CORRECTION,all,common,90,0.4094362218546319,0.25664966324950805,-0.05502232661644496,-0.0033163299161746707,-0.29846969245572036,41,12,7,46,23,9,14,14,0.391304347826087,0.391304347826087
CATEGORY_HALF_CORRECTION,ex_jan,common,83,0.39072672996814967,0.2416452745906251,-0.023332559169370944,0.0029330386623868834,0.2434422089781113,37,11,6,42,20,7,13,12,0.35,0.3684210526315789
CATEGORY_HALF_CORRECTION,2024+,common,31,0.2005802676046111,0.15982474845922087,0.009742983670322272,0.027272025734327503,0.8454327977641526,18,3,1,18,4,2,2,3,0.5,0.4
CATEGORY_HALF_CORRECTION,flash2025+,common,19,0.16477774007625637,0.1337545896938092,0.0452627861294187,0.02414014714829605,0.4586627958176249,11,1,1,11,2,0,2,1,0.0,0.0
CATEGORY_HALF_CORRECTION,big,common,23,0.6925111930340958,0.5083552083822581,-0.11040960435306504,0.06990566118295939,1.6078302072080661,13,9,2,13,9,9,0,14,1.0,0.391304347826087
CATEGORY_HALF_CORRECTION,big_ex_jan,common,19,0.7356089339665649,0.530972921069341,-0.04924929513926538,0.0637639210359221,1.21151449968252,11,8,2,11,7,7,0,12,1.0,0.3684210526315789
CATEGORY_HALF_CORRECTION,alerts,common,23,0.4753038942130647,0.3306551895398383,-0.18417415585965244,-0.0045682330180991165,-0.10506935941627968,12,8,6,17,23,9,14,0,0.391304347826087,1.0
CATEGORY_FULL_CORRECTION,all,own,90,0.41097687235054264,0.2587360598315013,-0.054779589819941306,-0.005402726498167911,-0.4862453848351119,42,11,9,47,22,9,13,14,0.4090909090909091,0.391304347826087
CATEGORY_FULL_CORRECTION,ex_jan,own,83,0.39123459892257434,0.24305220838777544,-0.022303380901528672,0.0015261048652365895,0.12666670381463693,38,10,8,43,19,7,12,12,0.3684210526315789,0.3684210526315789
CATEGORY_FULL_CORRECTION,2024+,own,31,0.20465307585004264,0.1648597137468943,0.004098877986004809,0.02223706044665405,0.6893488738462755,18,3,3,18,4,2,2,3,0.5,0.4
CATEGORY_FULL_CORRECTION,flash2025+,own,19,0.17063379352916297,0.14232665198463038,0.03906957033993347,0.01556808485747488,0.2957936122920227,11,1,2,11,2,0,2,1,0.0,0.0
CATEGORY_FULL_CORRECTION,big,own,23,0.6910722431509115,0.5047225049497657,-0.10888204443163066,0.07353836461545175,1.6913823861553903,13,9,2,13,9,9,0,14,1.0,0.391304347826087
CATEGORY_FULL_CORRECTION,big_ex_jan,own,19,0.7335155822987502,0.5258666772892852,-0.04669138297785851,0.06887016481597803,1.3085331315035826,11,8,2,11,7,7,0,12,1.0,0.3684210526315789
CATEGORY_FULL_CORRECTION,alerts,own,22,0.48727125651440645,0.3471611401349305,-0.19803105272518023,-0.01988841286220316,-0.4375450829684695,11,7,6,16,22,9,13,0,0.4090909090909091,1.0
CATEGORY_FULL_CORRECTION,all,common,90,0.41097687235054264,0.2587360598315013,-0.054779589819941306,-0.005402726498167911,-0.4862453848351119,42,11,9,47,22,9,13,14,0.4090909090909091,0.391304347826087
CATEGORY_FULL_CORRECTION,ex_jan,common,83,0.39123459892257434,0.24305220838777544,-0.022303380901528672,0.0015261048652365895,0.12666670381463693,38,10,8,43,19,7,12,12,0.3684210526315789,0.3684210526315789
CATEGORY_FULL_CORRECTION,2024+,common,31,0.20465307585004264,0.1648597137468943,0.004098877986004809,0.02223706044665405,0.6893488738462755,18,3,3,18,4,2,2,3,0.5,0.4
CATEGORY_FULL_CORRECTION,flash2025+,common,19,0.17063379352916297,0.14232665198463038,0.03906957033993347,0.01556808485747488,0.2957936122920227,11,1,2,11,2,0,2,1,0.0,0.0
CATEGORY_FULL_CORRECTION,big,common,23,0.6910722431509115,0.5047225049497657,-0.10888204443163066,0.07353836461545175,1.6913823861553903,13,9,2,13,9,9,0,14,1.0,0.391304347826087
CATEGORY_FULL_CORRECTION,big_ex_jan,common,19,0.7335155822987502,0.5258666772892852,-0.04669138297785851,0.06887016481597803,1.3085331315035826,11,8,2,11,7,7,0,12,1.0,0.3684210526315789
CATEGORY_FULL_CORRECTION,alerts,common,22,0.48727125651440645,0.3471611401349305,-0.19803105272518023,-0.01988841286220316,-0.4375450829684695,11,7,6,16,22,9,13,0,0.4090909090909091,1.0
BASE_MATCHED_HALF,all,own,90,0.4142046361041744,0.26301577800523324,-0.02807442363416002,-0.009682444671899914,-0.8714200204709923,44,12,13,49,21,7,14,16,0.3333333333333333,0.30434782608695654
BASE_MATCHED_HALF,ex_jan,own,83,0.39771507493562264,0.24832270477467344,0.006432980687936052,-0.003744391521661435,-0.3107844962978991,41,11,12,45,18,5,13,14,0.2777777777777778,0.2631578947368421
BASE_MATCHED_HALF,2024+,own,31,0.2235663245955769,0.17221885472856108,-0.006280990632324689,0.014877919464987274,0.4612155034146055,17,3,2,18,5,2,3,3,0.4,0.4
BASE_MATCHED_HALF,flash2025+,own,19,0.17124255077823897,0.13871385543889264,0.029441513341585554,0.01918088140321261,0.3644367466610396,11,2,1,11,2,0,2,1,0.0,0.0
BASE_MATCHED_HALF,big,own,23,0.6882580266489127,0.4837245673174869,-0.026539618970350457,0.09453630224773046,2.1743349516978006,16,7,2,17,7,7,0,16,1.0,0.30434782608695654
BASE_MATCHED_HALF,big_ex_jan,own,19,0.7229556143616899,0.4954950386541935,0.05793937250286655,0.0992418034510697,1.8855942655703242,15,6,2,15,5,5,0,14,1.0,0.2631578947368421
BASE_MATCHED_HALF,alerts,own,21,0.6761639790917476,0.3980541296193373,0.007243187918110448,-0.03138746295267058,-0.6591367220060822,10,8,8,15,21,7,14,0,0.3333333333333333,1.0
BASE_MATCHED_HALF,all,common,90,0.4142046361041744,0.26301577800523324,-0.02807442363416002,-0.009682444671899914,-0.8714200204709923,44,12,13,49,21,7,14,16,0.3333333333333333,0.30434782608695654
BASE_MATCHED_HALF,ex_jan,common,83,0.39771507493562264,0.24832270477467344,0.006432980687936052,-0.003744391521661435,-0.3107844962978991,41,11,12,45,18,5,13,14,0.2777777777777778,0.2631578947368421
BASE_MATCHED_HALF,2024+,common,31,0.2235663245955769,0.17221885472856108,-0.006280990632324689,0.014877919464987274,0.4612155034146055,17,3,2,18,5,2,3,3,0.4,0.4
BASE_MATCHED_HALF,flash2025+,common,19,0.17124255077823897,0.13871385543889264,0.029441513341585554,0.01918088140321261,0.3644367466610396,11,2,1,11,2,0,2,1,0.0,0.0
BASE_MATCHED_HALF,big,common,23,0.6882580266489127,0.4837245673174869,-0.026539618970350457,0.09453630224773046,2.1743349516978006,16,7,2,17,7,7,0,16,1.0,0.30434782608695654
BASE_MATCHED_HALF,big_ex_jan,common,19,0.7229556143616899,0.4954950386541935,0.05793937250286655,0.0992418034510697,1.8855942655703242,15,6,2,15,5,5,0,14,1.0,0.2631578947368421
BASE_MATCHED_HALF,alerts,common,21,0.6761639790917476,0.3980541296193373,0.007243187918110448,-0.03138746295267058,-0.6591367220060822,10,8,8,15,21,7,14,0,0.3333333333333333,1.0
BASE_MATCHED_FULL,all,own,90,0.41222021890659477,0.2649424462443997,-0.030923210499748496,-0.01160911291106633,-1.0448201619959696,44,10,13,49,21,6,15,17,0.2857142857142857,0.2608695652173913
BASE_MATCHED_FULL,ex_jan,own,83,0.3939667273981002,0.24973836265660448,0.0038145464332436543,-0.005160049403592412,-0.42828410049817023,41,9,11,45,18,4,14,15,0.2222222222222222,0.21052631578947367
BASE_MATCHED_FULL,2024+,own,31,0.2309956959513233,0.17765383681123958,-0.006683983978748334,0.009442937382308765,0.2927310588515717,17,3,3,18,6,2,4,3,0.3333333333333333,0.4
BASE_MATCHED_FULL,flash2025+,own,19,0.17349276253389695,0.14170640697307996,0.03419039584801529,0.016188329869025287,0.30757826751148043,11,2,1,11,3,0,3,1,0.0,0.0
BASE_MATCHED_FULL,big,own,23,0.6790373015411278,0.4828662926859752,-0.031840714322850586,0.09539457687924231,2.1940752682225733,16,7,2,17,6,6,0,17,1.0,0.2608695652173913
BASE_MATCHED_FULL,big_ex_jan,own,19,0.7104140775437707,0.4922997327652182,0.05367859893751155,0.10243710934004503,1.9463050774608557,15,6,1,15,4,4,0,15,1.0,0.21052631578947367
BASE_MATCHED_FULL,alerts,own,21,0.40810231069366676,0.29446745375503774,-0.10853998931948441,-0.03732459661218059,-0.7838165288557924,10,8,9,15,21,6,15,0,0.2857142857142857,1.0
BASE_MATCHED_FULL,all,common,90,0.41222021890659477,0.2649424462443997,-0.030923210499748496,-0.01160911291106633,-1.0448201619959696,44,10,13,49,21,6,15,17,0.2857142857142857,0.2608695652173913
BASE_MATCHED_FULL,ex_jan,common,83,0.3939667273981002,0.24973836265660448,0.0038145464332436543,-0.005160049403592412,-0.42828410049817023,41,9,11,45,18,4,14,15,0.2222222222222222,0.21052631578947367
BASE_MATCHED_FULL,2024+,common,31,0.2309956959513233,0.17765383681123958,-0.006683983978748334,0.009442937382308765,0.2927310588515717,17,3,3,18,6,2,4,3,0.3333333333333333,0.4
BASE_MATCHED_FULL,flash2025+,common,19,0.17349276253389695,0.14170640697307996,0.03419039584801529,0.016188329869025287,0.30757826751148043,11,2,1,11,3,0,3,1,0.0,0.0
BASE_MATCHED_FULL,big,common,23,0.6790373015411278,0.4828662926859752,-0.031840714322850586,0.09539457687924231,2.1940752682225733,16,7,2,17,6,6,0,17,1.0,0.2608695652173913
BASE_MATCHED_FULL,big_ex_jan,common,19,0.7104140775437707,0.4922997327652182,0.05367859893751155,0.10243710934004503,1.9463050774608557,15,6,1,15,4,4,0,15,1.0,0.21052631578947367
BASE_MATCHED_FULL,alerts,common,21,0.40810231069366676,0.29446745375503774,-0.10853998931948441,-0.03732459661218059,-0.7838165288557924,10,8,9,15,21,6,15,0,0.2857142857142857,1.0
CONSENSUS,all,own,90,0.3815174380753199,0.25333333333333335,-0.024444444444444456,0.0,0.0,0,0,0,0,0,0,0,23,,0.0
CONSENSUS,ex_jan,own,83,0.3800760862318244,0.24457831325301202,-0.008433734939759043,0.0,0.0,0,0,0,0,0,0,0,19,,0.0
CONSENSUS,2024+,own,31,0.2409657986707497,0.18709677419354834,0.04516129032258066,0.0,0.0,0,0,0,0,0,0,0,5,,0.0
CONSENSUS,flash2025+,own,19,0.19466570535691505,0.15789473684210525,0.042105263157894736,0.0,0.0,0,0,0,0,0,0,0,1,,0.0
CONSENSUS,big,own,23,0.6950132935857196,0.5782608695652175,-0.021739130434782657,0.0,0.0,0,0,0,0,0,0,0,23,,0.0
CONSENSUS,big_ex_jan,own,19,0.7287335806582179,0.5947368421052632,0.0263157894736842,0.0,0.0,0,0,0,0,0,0,0,19,,0.0
CONSENSUS,alerts,own,0,,,,,0.0,0,0,0,0,0,0,0,0,,
CONSENSUS,all,common,90,0.3815174380753199,0.25333333333333335,-0.024444444444444456,0.0,0.0,0,0,0,0,0,0,0,23,,0.0
CONSENSUS,ex_jan,common,83,0.3800760862318244,0.24457831325301202,-0.008433734939759043,0.0,0.0,0,0,0,0,0,0,0,19,,0.0
CONSENSUS,2024+,common,31,0.2409657986707497,0.18709677419354834,0.04516129032258066,0.0,0.0,0,0,0,0,0,0,0,5,,0.0
CONSENSUS,flash2025+,common,19,0.19466570535691505,0.15789473684210525,0.042105263157894736,0.0,0.0,0,0,0,0,0,0,0,1,,0.0
CONSENSUS,big,common,23,0.6950132935857196,0.5782608695652175,-0.021739130434782657,0.0,0.0,0,0,0,0,0,0,0,23,,0.0
CONSENSUS,big_ex_jan,common,19,0.7287335806582179,0.5947368421052632,0.0263157894736842,0.0,0.0,0,0,0,0,0,0,0,19,,0.0
CONSENSUS,alerts,common,0,,,,,0.0,0,0,0,0,0,0,0,0,,
R9_BASE,big_up,own,13,0.48467293441696296,0.4058619411715108,-0.4016553267778157,0.12490728959771999,1.6237947647703599,9,4,1,9,4,4,0,9,1.0,0.3076923076923077
R9_BASE,big_down,own,10,0.903891899695529,0.5869200129597334,0.4733033204901047,0.0530799870402666,0.530799870402666,7,3,2,8,3,3,0,7,1.0,0.3
R9_BASE,big_up,common,13,0.48467293441696296,0.4058619411715108,-0.4016553267778157,0.12490728959771999,1.6237947647703599,9,4,1,9,4,4,0,9,1.0,0.3076923076923077
R9_BASE,big_down,common,10,0.903891899695529,0.5869200129597334,0.4733033204901047,0.0530799870402666,0.530799870402666,7,3,2,8,3,3,0,7,1.0,0.3
R9_HALF,big_up,own,13,0.4677577075312076,0.397317023274991,-0.37440040676561803,0.13345220749423983,1.7348786974251178,8,6,0,8,4,4,0,9,1.0,0.3076923076923077
R9_HALF,big_down,own,10,0.8885224147019736,0.5860421614108406,0.4631995963485025,0.053957838589159424,0.5395783858915942,7,1,1,8,3,3,0,7,1.0,0.3
R9_HALF,big_up,common,13,0.4677577075312076,0.397317023274991,-0.37440040676561803,0.13345220749423983,1.7348786974251178,8,6,0,8,4,4,0,9,1.0,0.3076923076923077
R9_HALF,big_down,common,10,0.8885224147019736,0.5860421614108406,0.4631995963485025,0.053957838589159424,0.5395783858915942,7,1,1,8,3,3,0,7,1.0,0.3
R9_FULL,big_up,own,13,0.45643029453545586,0.3921356089213123,-0.3471454867534203,0.13863362184791855,1.8022370840229414,9,6,0,9,5,5,0,8,1.0,0.38461538461538464
R9_FULL,big_down,own,10,0.8746178659825982,0.5851643098619477,0.4530958722069,0.054835690138052305,0.5483569013805231,7,3,2,8,2,2,0,8,1.0,0.2
R9_FULL,big_up,common,13,0.45643029453545586,0.3921356089213123,-0.3471454867534203,0.13863362184791855,1.8022370840229414,9,6,0,9,5,5,0,8,1.0,0.38461538461538464
R9_FULL,big_down,common,10,0.8746178659825982,0.5851643098619477,0.4530958722069,0.054835690138052305,0.5483569013805231,7,3,2,8,2,2,0,8,1.0,0.2
CATEGORY_RAW,big_up,own,13,0.5714876197731675,0.5061799807579448,-0.5061799807579448,0.024589250011286035,0.31966025014671845,5,4,2,5,5,5,0,8,1.0,0.38461538461538464
CATEGORY_RAW,big_down,own,10,0.8269509414945919,0.5195382221885977,0.40057849715397936,0.1204617778114023,1.204617778114023,8,4,0,8,4,4,0,6,1.0,0.4
CATEGORY_RAW,big_up,common,13,0.5714876197731675,0.5061799807579448,-0.5061799807579448,0.024589250011286035,0.31966025014671845,5,4,2,5,5,5,0,8,1.0,0.38461538461538464
CATEGORY_RAW,big_down,common,10,0.8269509414945919,0.5195382221885977,0.40057849715397936,0.1204617778114023,1.204617778114023,8,4,0,8,4,4,0,6,1.0,0.4
CATEGORY_HALF_CORRECTION,big_up,own,13,0.5641242856151044,0.5010034896509752,-0.5010034896509752,0.029765741118255654,0.3869546345373235,5,4,2,5,5,5,0,8,1.0,0.38461538461538464
CATEGORY_HALF_CORRECTION,big_down,own,10,0.8302457215736122,0.5179124427329257,0.3973624465342181,0.12208755726707428,1.2208755726707428,8,5,0,8,4,4,0,6,1.0,0.4
CATEGORY_HALF_CORRECTION,big_up,common,13,0.5641242856151044,0.5010034896509752,-0.5010034896509752,0.029765741118255654,0.3869546345373235,5,4,2,5,5,5,0,8,1.0,0.38461538461538464
CATEGORY_HALF_CORRECTION,big_down,common,10,0.8302457215736122,0.5179124427329257,0.3973624465342181,0.12208755726707428,1.2208755726707428,8,5,0,8,4,4,0,6,1.0,0.4
CATEGORY_FULL_CORRECTION,big_up,own,13,0.5570196622653223,0.4958269985440056,-0.4958269985440056,0.03494223222522526,0.4542490189279284,5,4,2,5,5,5,0,8,1.0,0.38461538461538464
CATEGORY_FULL_CORRECTION,big_down,own,10,0.833716839633295,0.5162866632772538,0.39414639591445677,0.12371333672274618,1.2371333672274618,8,5,0,8,4,4,0,6,1.0,0.4
CATEGORY_FULL_CORRECTION,big_up,common,13,0.5570196622653223,0.4958269985440056,-0.4958269985440056,0.03494223222522526,0.4542490189279284,5,4,2,5,5,5,0,8,1.0,0.38461538461538464
CATEGORY_FULL_CORRECTION,big_down,common,10,0.833716839633295,0.5162866632772538,0.39414639591445677,0.12371333672274618,1.2371333672274618,8,5,0,8,4,4,0,6,1.0,0.4
